creature_id	list	name	note
festering_taint	treasure_other	tiny golden seed	
festering_taint	treasure_other	ayanad crystal	
fire_ant	otherclass	Living	
fire_cat	otherclass	Living	
fire_cat	otherclass	Magical	
fire_cat	otherclass	Element-based	
fire_cat	immunities	Fire	
fire_cat	treasure_other	essence of fire	
fire_elemental	otherclass	Extraplanar	
fire_elemental	otherclass	Magical	
fire_giant	otherclass	Living	
fire_giant	otherclass	Element-based	
fire_giant	equipment	a bruised left eye	
fire_giant	equipment	a bruised right eye	
fire_giant	equipment	a rusted silver steel war mattock	
fire_giant	defensive_spells	Elemental Defense I (401)	
fire_giant	defensive_spells	Elemental Defense II (406)	
fire_giant	defensive_spells	Elemental Defense III (414)	
fire_giant	defensive_spells	Resist Elements (602)	
fire_giant	treasure_other	essence of fire	
fire_guardian	otherclass	Element-based	
fire_guardian	treasure_other	Essence of fire	
fire_mage	otherclass	Living	
fire_mage	otherclass	Element-based	
fire_mage	otherclass	Boss	
fire_mage	equipment	a gnarled black staff	
fire_mage	equipment	some sooty black robes	
fire_mage	defensive_spells	Elemental Barrier (430)	
fire_mage	defensive_spells	Elemental Defense I (401)	
fire_mage	defensive_spells	Elemental Defense II (406)	
fire_mage	defensive_spells	Elemental Defense III (414)	
fire_mage	defensive_spells	Elemental Focus (513)	
fire_mage	defensive_spells	Elemental Targeting (425)	
fire_mage	defensive_spells	Mass Blur (911)	
fire_mage	defensive_spells	Prismatic Guard (905)	
fire_mage	defensive_spells	Thurfel's Ward (503)	
fire_mage	defensive_spells	Wizard's Shield (919)	
fire_mage	treasure_other	essence of fire	
fire_ogre	otherclass	Living	
fire_ogre	otherclass	Element-based	
fire_ogre	equipment	a deep black spiked flail	
fire_ogre	equipment	a scorched black oak-hafted flail	
fire_ogre	defensive_spells	Elemental Defense I (401)	
fire_ogre	defensive_spells	Elemental Defense II (406)	
fire_ogre	treasure_other	shimmering blue essence shardessence of fire	
fire_rat	otherclass	Living	
fire_rat	otherclass	Element-based	
fire_rat	immunities	Fire	
fire_salamander	otherclass	Living	
fire_salamander	otherclass	Element-based	
fire_sprite	otherclass	Living	
fire_sprite	otherclass	Element-based	
fire_sprite	defensive_spells	Elemental Defense I (401)	
fire_sprite	defensive_spells	Elemental Defense II (406)	
fire_sprite	defensive_spells	Elemental Defense III (414)	
fire_sprite	defensive_spells	Thurfel's Ward (503)	
fire_sprite	special_defenses	Immune to Limb Disruption	
fire_sprite	treasure_other	Glowing violet mote of essence	
fire_sprite	treasure_other	essence of fire	
fire_sprite	treasure_other	pristine sprite's hair	
firebird	otherclass	Living	
firebird	otherclass	Element-based	
firebird	otherclass	Magical	
firephantom	otherclass	Non-corporeal undead	
firephantom	otherclass	Element-based	
firephantom	treasure_other	ayanad crystal	
firethorn_shoot	treasure_other	glowing violet essence dust	
flayed_gigas_disciple	equipment	a crude wooden cudgel	
flayed_gigas_disciple	equipment	a tattered hide cloak painted with dark sigils	
flayed_gigas_disciple	armaments	feras falchion	
flayed_gigas_disciple	armaments	drake greatsword	
flayed_gigas_disciple	armaments	feras mattock	
flayed_gigas_disciple	treasure_other	ayanad crystal	
flayed_gigas_disciple	treasure_other	n'ayanad crystal	
flayed_gigas_disciple	treasure_other	petrified mammoth tusk	
flesh_golem	otherclass	Corporeal undead	
flesh_golem	otherclass	Magical	
flesh_golem	otherclass	Boss	
flesh_golem	equipment	a pitted wooden shield covered in rusty black iron spikes	
flesh_golem	equipment	a bruised left eye	
flesh_golem	equipment	a bruised right eye	
flesh_golem	equipment	a possible mild concussion	
flesh_golem	treasure_other	crystal core	
flickering_mist_wreathed_banshee	otherclass	Non-corporeal undead	
flickering_mist_wreathed_banshee	equipment	a tattered grey gown	
flickering_mist_wreathed_banshee	treasure_other	ayanad crystal	
flickering_mist_wreathed_banshee	treasure_other	n'ayanad crystal	
flickering_mist_wreathed_banshee	treasure_other	petrified mammoth tusk	
forest_bendith	otherclass	Living	
forest_bendith	equipment	a braided vine necklace	
forest_bendith	equipment	a morning star	
forest_bendith	equipment	a rusted metal helm	
forest_bendith	equipment	a scimitar	
forest_bendith	equipment	a small cracked wooden shield	
forest_bendith	equipment	a stained leather helm	
forest_bendith	equipment	a warped wooden shield	
forest_bendith	special_defenses	Hides when attacked	
forest_bendith	treasure_other	Glowing violet essence shard	
forest_bendith	treasure_other	glowing violet essence dust	
forest_ogre	otherclass	Living	
forest_ogre	equipment	a falchion	
forest_ogre	equipment	a metal breastplate	
forest_ogre	equipment	a wooden shield	
forest_trali	otherclass	Living	
forest_trali	equipment	a battered breastplate	
forest_trali	equipment	a battered shield	
forest_trali	equipment	a stain-darkened broadsword	
forest_trali	defensive_spells	Spirit Warding I (101)	
forest_trali	treasure_other	Glowing violet essence shard	
forest_trali	treasure_other	tiny golden seed	
forest_trali_shaman	otherclass	Living	
forest_trali_shaman	equipment	a battered breastplate	
forest_trali_shaman	equipment	a battered shield	
forest_trali_shaman	equipment	a carved wooden talisman	
forest_trali_shaman	equipment	a metal-banded mace	
forest_trali_shaman	equipment	a smooth wooden talisman	
forest_trali_shaman	defensive_spells	Natural Colors (601)	
forest_trali_shaman	defensive_spells	Spirit Defense (103)	
forest_trali_shaman	defensive_spells	Spirit Shield (202)	
forest_trali_shaman	defensive_spells	Spell Shield (219)	
forest_trali_shaman	defensive_spells	Spirit Warding I (101)	
forest_trali_shaman	treasure_other	Glowing violet essence dust	
forest_trali_shaman	treasure_other	glowing violet essence shard	
forest_troll	otherclass	Living	
forest_troll	equipment	a bruised left eye	
forest_troll	equipment	a bruised right eye	
forest_troll	equipment	a cudgel	
forest_troll	equipment	a dagger	
forest_troll	equipment	a flail	
forest_troll	equipment	a leather breastplate	
forest_troll	equipment	a mace	
forest_troll	equipment	a scimitar	
forest_troll	equipment	a war hammer	
forest_troll	equipment	a war mattock	
forest_troll	equipment	a wooden shield	
forest_troll	equipment	some full leather	
forest_troll	equipment	some light leather	
forest_troll	defensive_spells	Spirit Warding II (107)	
forest_troll	treasure_other	small troll tooth	
frenzied_monk	otherclass	corporeal undead	
frenzied_monk	otherclass	Boss	
frenzied_monk	equipment	some moss-covered leathers	
frenzied_monk	defensive_spells	Prayer of Protection (303)	
frenzied_monk	defensive_spells	Prismatic Guard (905)	
frenzied_monk	defensive_spells	Spirit Shield (202)	
frenzied_monk	defensive_spells	Spirit Warding I (101)	
frenzied_monk	defensive_spells	Thurfel's Ward (503)	
frenzied_monk	treasure_other	Glimmering blue essence shardGlimmering blue mote of essence	
frost_giant	otherclass	Living	
frost_giant	otherclass	Element-based	
frost_giant	equipment	a frost-covered battle axe	
frost_giant	equipment	a frost-covered battle-axe	
frost_giant	equipment	a fur-lined horned helm	
frost_giant	equipment	a horned helm	
frost_giant	equipment	a massive ice club	
frost_giant	equipment	a morning star	
frost_giant	equipment	an ice spear	
frost_giant	equipment	some brigandine armor	
frost_giant	defensive_spells	Spirit Defense (103)	
frost_giant	defensive_spells	Spirit Warding I (101)	
frost_giant	defensive_spells	Spirit Warding II (107)	
frost_giant	treasure_other	essence of water	
frozen_corpse	otherclass	Corporeal undead	
frozen_corpse	otherclass	Boss	
frozen_corpse	equipment	a large ice pick	
frozen_corpse	equipment	a mountaineer's pack	
frozen_corpse	equipment	some rotted leather	
frozen_corpse	treasure_other	glowing violet mote of essence	
fulminating_stormborn_primordial	defensive_spells	Elemental Deflection (507)	
fulminating_stormborn_primordial	defensive_spells	Mass Blur (911)	
fulminating_stormborn_primordial	defensive_spells	Melgorehn's Aura (913)	
fulminating_stormborn_primordial	defensive_spells	Mage Armor (520)	
fulminating_stormborn_primordial	special_defenses	Galvanic Vengeance	
fulminating_stormborn_primordial	armaments	drake mace	
fulminating_stormborn_primordial	treasure_other	ayanad crystal	
garish_revenant_buccaneer	otherclass	Undead	
gaudy_phantasmic_conjurer	otherclass	Non-corporeal undead	
gaudy_phantasmic_conjurer	equipment	a glowing ethereal staff capped with a flickering crystal sphere	
gaudy_phantasmic_conjurer	defensive_spells	Prismatic Guard (905)	
gaudy_phantasmic_conjurer	defensive_spells	Melgorehn's Aura (913)	
gaudy_phantasmic_conjurer	defensive_spells	Wizard's Shield (919)	
gaudy_phantasmic_conjurer	defensive_spells	Mage Armor (520)	
gaudy_phantasmic_conjurer	treasure_other	ayanad crystal	
gaudy_phantasmic_conjurer	treasure_other	n'ayanad crystal	
gaudy_phantasmic_conjurer	treasure_other	petrified mammoth tusk	
gaunt_feral_selkie	equipment	a woven twine necklace adorned with yellowed shark teeth	
gaunt_feral_selkie	defensive_spells	Iron Skin (1202)	
gaunt_feral_selkie	defensive_spells	Foresight (1204)	
gaunt_feral_selkie	defensive_spells	Brace (1214)	
gaunt_spectral_servant	otherclass	Non-corporeal undead	
gaunt_spectral_servant	equipment	a crooked willow runestaff	
gaunt_spectral_servant	equipment	some threadbare patched cotton robes	
gaunt_spectral_servant	treasure_other	Glowing violet mote of essence	
ghost	otherclass	Non-corporeal undead	
ghost	equipment	a short sword	
ghost	equipment	a wooden shield	
ghost_wolf	otherclass	Non-corporeal undead	
ghostly_mara	otherclass	Non-corporeal undead	
ghostly_mara	equipment	a banded steel shield	
ghostly_mara	equipment	a blackened longsword	
ghostly_mara	equipment	a dulled falchion	
ghostly_mara	equipment	a ragged great kilt	
ghostly_mara	equipment	a reinforced shield	
ghostly_mara	equipment	a rotting targe	
ghostly_mara	equipment	a serrated falchion	
ghostly_mara	equipment	some rotting leather hunts	
ghostly_mara	equipment	some tattered leather	
ghostly_mara	defensive_spells	Elemental Defense III (414)	
ghostly_mara	treasure_other	Glimmering blue essence shard	
ghostly_mara	treasure_other	glimmering blue mote of essence	
ghostly_pooka	otherclass	Non-corporeal undead	
ghostly_pooka	otherclass	Boss	
ghostly_pooka	equipment	some heavy chains	
ghostly_pooka	equipment	some torn	
ghostly_pooka	defensive_spells	Spirit Warding I (101)	
ghostly_pooka	treasure_other	Alchemy (common)	
ghostly_warrior	otherclass	Non-corporeal undead	
ghostly_warrior	equipment	a broadsword	
ghostly_warrior	equipment	a flail	
ghostly_warrior	equipment	a morning star	
ghostly_warrior	equipment	a reinforced shield	
ghostly_warrior	equipment	some chain mail	
ghostly_warrior	equipment	some cuirbouilli leather	
ghostly_warrior	treasure_other	Alchemy (common)	
ghoul_master	otherclass	Corporeal undead	
ghoul_master	equipment	a battered wooden shield	
ghoul_master	equipment	a metal aventail	
ghoul_master	equipment	a wooden shield	
ghoul_master	equipment	some black double chain	
ghoul_master	equipment	some double chain	
ghoul_master	treasure_other	s'ayanad crystal	
giant_albino_scorpion	otherclass	Living	
giant_albino_scorpion	otherclass	Boss	
giant_albino_tomb_spider	otherclass	Living	
giant_ant	otherclass	Living	
giant_ant	treasure_other	ant larva	
giant_fog_beetle	otherclass	Living	
giant_fog_beetle	otherclass	Boss	
giant_hawk_owl	otherclass	Living	
giant_marmot	otherclass	Living	
giant_rat	otherclass	Living	
giant_veaba	otherclass	Living	
giant_weasel	otherclass	Living	
giant_weasel	special_defenses	Hides when attacked	
gigantic_lightning_whelk	treasure_other	ayanad crystal	
gigantic_lightning_whelk	treasure_other	n'ayanad crystal	
glacial_morph	otherclass	Magical	
glacial_morph	special_defenses	Hides when attacked	
glacial_morph	treasure_other	Gold Dust	
glacial_morph	treasure_other	essence of water	
glistening_cerebralite	otherclass	Extraplanar	
glistening_cerebralite	otherclass	Living	
glistening_cerebralite	equipment	a bruised left eye	
glistening_cerebralite	equipment	a bruised right eye	
glistening_cerebralite	equipment	a reinforced dark steel kite shield	
glistening_cerebralite	defensive_spells	Cloak of Shadows (712)	
glistening_cerebralite	defensive_spells	Elemental Defense I (401)	
glistening_cerebralite	defensive_spells	Elemental Defense II (406)	
glistening_cerebralite	defensive_spells	Elemental Defense III (414)	
glistening_cerebralite	defensive_spells	Spirit Shield (202)	
glistening_cerebralite	defensive_spells	Heroism (215)	
gnarled_being	otherclass	Living	
gnarled_being	special_defenses	Hides when attacked	
gnarled_being	treasure_other	Radiant crimson mote of essence	
gnoll_guard	otherclass	Living	
gnoll_guard	equipment	a broadsword	
gnoll_guard	equipment	a wooden shield	
gnoll_guard	equipment	some full leather	
gnoll_guard	special_defenses	Hides when attacked	
gnoll_jarl	otherclass	Living	
gnoll_jarl	special_defenses	Hides when attacked	
gnoll_miner	otherclass	Living	
gnoll_priest	otherclass	Living	
gnoll_priest	special_defenses	Hides when attacked	
gnoll_ranger	otherclass	Living	
gnoll_ranger	equipment	a handaxe	
gnoll_ranger	equipment	a wooden shield	
gnoll_ranger	equipment	some brown	
gnoll_ranger	defensive_spells	Natural Colors (601)	
gnoll_ranger	defensive_spells	Resist Elements (602)	
gnoll_ranger	defensive_spells	Spirit Warding I (101)	
gnoll_ranger	defensive_spells	Spirit Defense (103)	
gnoll_ranger	special_defenses	Hides when attacked	
gnoll_ranger	armaments	green double leather	
gnoll_thief	otherclass	Living	
gnoll_thief	equipment	a dark cloth pouch	
gnoll_thief	equipment	a grey leather bag	
gnoll_thief	equipment	a grey oilcloth bag	
gnoll_thief	equipment	a short sword	
gnoll_thief	equipment	a sooty cloth sack	
gnoll_thief	equipment	a sooty cotton pouch	
gnoll_thief	equipment	a sooty oilcloth bag	
gnoll_thief	equipment	a sooty oilcloth sack	
gnoll_thief	equipment	a stained brocade pouch	
gnoll_thief	equipment	a stained brocade sack	
gnoll_thief	equipment	a stained cloth pouch	
gnoll_thief	equipment	a stained cotton pouch	
gnoll_thief	equipment	a stained cotton sack	
gnoll_thief	equipment	a stained leather sack	
gnoll_thief	equipment	an ink black leather bag	
gnoll_thief	equipment	an ink black oilcloth sack	
gnoll_thief	equipment	some dark full leather	
gnoll_thief	special_defenses	Hides when attacked	
gnoll_worker	otherclass	Living	
gnoll_worker	equipment	a bruised left eye	
gnoll_worker	equipment	a bruised right eye	
gnoll_worker	equipment	a hatchet	
gnoll_worker	equipment	a wooden shield	
gnoll_worker	equipment	some working leathers	
gnoll_worker	special_defenses	Hides when attacked	
gnoll_worker	treasure_other	ayanad crystal	
goblin	otherclass	Living	
goblin	equipment	a flail	
goblin	equipment	a handaxe	
goblin	equipment	a leather breastplate	
goblin	equipment	a leather helm	
goblin	equipment	a morning star	
goblin	equipment	a scimitar	
goblin	equipment	a spear	
goblin	equipment	a wooden shield	
goblin	equipment	some cuirbouilli leather	
goblin	equipment	some leather boots	
goblin	equipment	some light leather	
goblin	equipment	some reinforced leather	
goblin	equipment	some studded leather	
goblin	special_defenses	Hides when attacked	
goblin	treasure_other	ayanad crystal	
great_boar	otherclass	Living	
great_boar	special_defenses	Hides when attacked	
great_brown_bear	otherclass	Living	
great_brown_bear	special_defenses	Hides when attacked	
great_stag	otherclass	Living	
great_stag	special_defenses	Hides when attacked	
greater_bog_troll	otherclass	Living	
greater_bog_troll	otherclass	Boss	
greater_bog_troll	equipment	a rusted peat axe	
greater_bog_troll	equipment	some weed-covered brigandine	
greater_bog_troll	defensive_spells	Mobility (618)	
greater_bog_troll	defensive_spells	Natural Colors (601)	
greater_bog_troll	defensive_spells	Self Control (613)	
greater_bog_troll	defensive_spells	Spirit Defense (103)	
greater_bog_troll	defensive_spells	Spirit Warding I (101)	
greater_bog_troll	defensive_spells	Spirit Warding II (107)	
greater_bog_troll	special_defenses	Hides when attacked	
greater_bog_troll	treasure_other	small troll tooth	
greater_bog_troll	treasure_other	large troll tooth	
greater_bog_troll	treasure_other	glowing violet mote of essence	
greater_burrow_orc	otherclass	Living	
greater_burrow_orc	equipment	a short sword	
greater_burrow_orc	equipment	a wooden shield	
greater_burrow_orc	equipment	some double leather	
greater_construct	otherclass	Magical	
greater_construct	otherclass	Boss	
greater_construct	equipment	a polished steel shield	
greater_construct	immunities	magic	
greater_construct	special_defenses	Antimagic aura	
greater_construct	treasure_other	crystal core	
greater_earth_elemental	otherclass	Extraplanar	
greater_earth_elemental	otherclass	Magical	
greater_earth_elemental	special_defenses	30% damage factor reduction	
greater_earth_elemental	treasure_other	radiant crimson essence shard	
greater_earth_elemental	treasure_other	essence of earth	
greater_faeroth	otherclass	Living	
greater_faeroth	otherclass	Boss	
greater_fetid_corpse	otherclass	Corporeal undead	
greater_ghoul	otherclass	Corporeal undead	
greater_ghoul	equipment	a short sword	
greater_ghoul	equipment	some dry-rotted rags	
greater_ghoul	treasure_other	ayanad crystal	
greater_ice_giant	otherclass	Living	
greater_ice_giant	otherclass	Element-based	
greater_ice_giant	equipment	a frost-covered battle-axe	
greater_ice_giant	defensive_spells	Spirit Warding II (107)	
greater_ice_giant	defensive_spells	Spirit Defense (103)	
greater_ice_giant	defensive_spells	Spirit Warding I (101)	
greater_ice_giant	treasure_other	essence of water	
greater_ice_spider	otherclass	Living	
greater_kappa	otherclass	Living	
greater_kappa	equipment	a handaxe	
greater_krynch	otherclass	Living	
greater_krynch	equipment	a massive pitted iron pavis	
greater_krynch	treasure_other	essence of earth	
greater_moor_wight	otherclass	Corporeal undead	
greater_moor_wight	equipment	a rusty steel flyssa	
greater_moor_wight	equipment	a wickedly curved scimitar	
greater_moor_wight	equipment	a large dual-bit handaxe	
greater_moor_wight	equipment	some rancid brown brigandine	
greater_moor_wight	defensive_spells	Haste (506)	
greater_moor_wight	defensive_spells	Mass Blur (911)	
greater_moor_wight	defensive_spells	Prismatic Guard (905)	
greater_moor_wight	defensive_spells	Spirit Defense (103)	
greater_moor_wight	defensive_spells	Spirit Warding I (101)	
greater_moor_wight	treasure_other	Glowing violet essence dust	
greater_orc	otherclass	Living	
greater_orc	equipment	a chain hauberk	
greater_orc	equipment	a mace	
greater_orc	equipment	a scimitar	
greater_orc	equipment	a short sword	
greater_orc	equipment	a war mattock	
greater_orc	equipment	a wooden shield	
greater_orc	equipment	some cuirbouilli leather	
greater_orc	equipment	some double chain	
greater_orc	equipment	some double leather	
greater_orc	treasure_other	ayanad crystal	
greater_skayl	otherclass	Magical	
greater_skayl	otherclass	Element-based	
greater_skayl	defensive_spells	Thurfel's Ward (503)	
greater_skayl	defensive_spells	Elemental Bias (508)	
greater_skayl	defensive_spells	Strength (509)	
greater_skayl	defensive_spells	Mass Blur (911)	
greater_skayl	defensive_spells	Mage Armor (520)	
greater_skayl	special_defenses	Immune to Unbalance (110)	
greater_skayl	treasure_other	Essence of fire	
greater_spider	otherclass	Living	
greater_spider	equipment	a bruised left eye	
greater_spider	equipment	a bruised right eye	
greater_spider	equipment	a completely severed left foreleg	
greater_vruul	otherclass	Corporeal undead	
greater_vruul	defensive_spells	Bravery (211)	
greater_vruul	defensive_spells	Heroism (215)	
greater_vruul	defensive_spells	Lesser Shroud (120)	
greater_vruul	defensive_spells	Spell Shield (219)	
greater_vruul	defensive_spells	Spirit Defense (103)	
greater_vruul	defensive_spells	Spirit Shield (202)	
greater_vruul	defensive_spells	Spirit Warding I (101)	
greater_water_elemental	otherclass	Magical	
greater_water_elemental	defensive_spells	Elemental Defense I (401)	
greater_water_elemental	defensive_spells	Elemental Defense II (406)	
greater_water_elemental	defensive_spells	Elemental Defense III (414)	
greater_water_elemental	defensive_spells	Elemental Targeting (425)	
greater_water_elemental	defensive_spells	Elemental Barrier (430)	
greater_water_elemental	defensive_spells	Elemental Bias (508)	
greater_water_elemental	defensive_spells	Spirit Shield (202)	
greenwing_hornet	otherclass	Living	
greenwing_hornet	equipment	a bruised left eye	
greenwing_hornet	equipment	a bruised right eye	
greenwing_hornet	equipment	a completely severed left leg	
gremlock	otherclass	Living	
gremlock	equipment	a dusty knapsack	
gremlock	equipment	a filthy knapsack	
gremlock	equipment	a ragged knapsack	
gremlock	equipment	a rusted wire garrote	
gremlock	equipment	a stained knapsack	
gremlock	equipment	a tattered knapsack	
gremlock	treasure_other	Radiant crimson essence dust	
gremlock	treasure_other	tiny golden seed	
gremlock	treasure_other	ayanad crystal	
grey_orc	otherclass	Living	
grey_orc	equipment	a blackened composite bow	
grey_orc	equipment	a deerskin quiver	
grey_orc	equipment	a mace	
grey_orc	equipment	a metal aventail	
grey_orc	equipment	some double leather	
grey_orc	equipment	some studded urgh-hide leathers	
grey_plumed_steelwing_harpy	defensive_spells	Mobility (618)	
grey_plumed_steelwing_harpy	defensive_spells	Blink (1215)	
grey_plumed_steelwing_harpy	defensive_spells	Brace (1214)	
grey_plumed_steelwing_harpy	defensive_spells	Celerity (506)	
grey_plumed_steelwing_harpy	treasure_other	ayanad crystal	
grifflet	otherclass	Living	
grim_gigas_skald	equipment	a ceremonial boarskin garment adorned with semiprecious gems	
grim_gigas_skald	equipment	an ornate ruic lyre with shimmering silver strings	
grim_gigas_skald	defensive_spells	Warding Sphere (310)	
grim_gigas_skald	defensive_spells	Lesser Shroud (120)	
grim_gigas_skald	defensive_spells	Resist Elements (602)	
grim_gigas_skald	treasure_other	ayanad crystal	
grim_gigas_skald	treasure_other	n'ayanad crystal	
grim_gigas_skald	treasure_other	petrified mammoth tusk	
grimswarm	otherclass	Living	
grimswarm	defensive_spells	Fasthr's Reward (115)	
grimswarm	treasure_other	a crude bone key	
grimswarm_giant_skirmisher	otherclass	Living	
grimswarm_giant_skirmisher	otherclass	Grimswarm	
grimswarm_giant_skirmisher	special_notes	Grimswarm spawn in warcamps; level, AS/DS and TDs scale with the camp, so fixed values are not recorded.	
grimswarm_giant_skirmisher	special_notes	Wields conventional weapons.	
grimswarm_orc_archer	otherclass	Living	
grimswarm_orc_archer	otherclass	Grimswarm	
grimswarm_orc_archer	special_notes	Grimswarm spawn in warcamps; level, AS/DS and TDs scale with the camp, so fixed values are not recorded.	
grimswarm_orc_archer	special_notes	Wields conventional weapons.	
grimswarm_orc_hunter	otherclass	Living	
grimswarm_orc_hunter	otherclass	Grimswarm	
grimswarm_orc_hunter	special_notes	Grimswarm spawn in warcamps; level, AS/DS and TDs scale with the camp, so fixed values are not recorded.	
grimswarm_orc_hunter	special_notes	Wields conventional weapons.	
grimswarm_orc_pillager	otherclass	Living	
grimswarm_orc_pillager	otherclass	Grimswarm	
grimswarm_orc_pillager	special_notes	Grimswarm spawn in warcamps; level, AS/DS and TDs scale with the camp, so fixed values are not recorded.	
grimswarm_orc_pillager	special_notes	Wields conventional weapons.	
grimswarm_orc_raider	otherclass	Living	
grimswarm_orc_raider	otherclass	Grimswarm	
grimswarm_orc_raider	special_notes	Grimswarm spawn in warcamps; level, AS/DS and TDs scale with the camp, so fixed values are not recorded.	
grimswarm_orc_raider	special_notes	Wields conventional weapons.	
grimswarm_orc_ranger	otherclass	Living	
grimswarm_orc_ranger	otherclass	Grimswarm	
grimswarm_orc_ranger	special_notes	Grimswarm spawn in warcamps; level, AS/DS and TDs scale with the camp, so fixed values are not recorded.	
grimswarm_orc_ranger	special_notes	Wields conventional weapons.	
grimswarm_orc_skirmisher	otherclass	Living	
grimswarm_orc_skirmisher	otherclass	Grimswarm	
grimswarm_orc_skirmisher	special_notes	Grimswarm spawn in warcamps; level, AS/DS and TDs scale with the camp, so fixed values are not recorded.	
grimswarm_orc_skirmisher	special_notes	Wields conventional weapons.	
grimswarm_orc_sorceress	otherclass	Living	
grimswarm_orc_sorceress	otherclass	Grimswarm	
grimswarm_orc_sorceress	special_notes	Grimswarm spawn in warcamps; level, AS/DS and TDs scale with the camp, so fixed values are not recorded.	
grimswarm_orc_sorceress	special_notes	Wields conventional weapons.	
grimswarm_troll_ranger	otherclass	Living	
grimswarm_troll_ranger	otherclass	Grimswarm	
grimswarm_troll_ranger	special_notes	Grimswarm spawn in warcamps; level, AS/DS and TDs scale with the camp, so fixed values are not recorded.	
grimswarm_troll_ranger	special_notes	Wields conventional weapons.	
grimswarm_troll_scourge	otherclass	Living	
grimswarm_troll_scourge	otherclass	Grimswarm	
grimswarm_troll_scourge	special_notes	Grimswarm spawn in warcamps; level, AS/DS and TDs scale with the camp, so fixed values are not recorded.	
grimswarm_troll_scourge	special_notes	Wields conventional weapons.	
grimswarm_troll_skirmisher	otherclass	Living	
grimswarm_troll_skirmisher	otherclass	Grimswarm	
grimswarm_troll_skirmisher	special_notes	Grimswarm spawn in warcamps; level, AS/DS and TDs scale with the camp, so fixed values are not recorded.	
grimswarm_troll_skirmisher	special_notes	Wields conventional weapons.	
grimswarm_troll_soldier	otherclass	Living	
grimswarm_troll_soldier	otherclass	Grimswarm	
grimswarm_troll_soldier	special_notes	Grimswarm spawn in warcamps; level, AS/DS and TDs scale with the camp, so fixed values are not recorded.	
grimswarm_troll_soldier	special_notes	Wields conventional weapons.	
grisly_corpse_hulk	otherclass	Corporeal undead	
grizzly_bear	otherclass	Living	
grutik_savage	otherclass	Living	
grutik_savage	equipment	a crude stone axe	
grutik_savage	equipment	a crude wooden club	
grutik_savage	equipment	a crude wooden shield	
grutik_savage	equipment	a crude wooden spear	
grutik_savage	equipment	some crude leather armor	
grutik_savage	treasure_other	Glimmering blue essence shard	
grutik_savage	treasure_other	glimmering blue mote of essence	
grutik_shaman	otherclass	Living	
grutik_shaman	equipment	a crude roa'ter-toothed necklace	
grutik_shaman	equipment	a dirty tattered robe	
grutik_shaman	equipment	a gnarled wooden staff	
grutik_shaman	defensive_spells	Prismatic Guard (905)	
grutik_shaman	defensive_spells	Mass Blur (911)	
grutik_shaman	defensive_spells	Elemental Bias (508)	
grutik_shaman	defensive_spells	Elemental Deflection (507)	
grutik_shaman	defensive_spells	Thurfel's Ward (503)	
grutik_shaman	defensive_spells	Wizard's Shield (919)	
grutik_shaman	treasure_other	glimmering blue mote of essence	
grutik_shaman	treasure_other	glimmering blue essence shard	
haggard_veiki_herald	otherclass	Living	
haggard_veiki_herald	equipment	a crude zorchar khopesh	
haggard_veiki_herald	equipment	a round metal aegis emblazoned with a jagged lightning bolt	
haggard_veiki_herald	equipment	some hardened hide armor	
haggard_veiki_herald	defensive_spells	Mantle of Faith (1601)	
haggard_veiki_herald	defensive_spells	Divine Shield (1609)	
haggard_veiki_herald	defensive_spells	Faith's Clarity (1612)	
haggard_veiki_herald	defensive_spells	Soul Ward (319)	
heavily_armored_battle_mastodon	equipment	some studded leather barding	
hill_troll	otherclass	Living	
hill_troll	otherclass	Boss	
hill_troll	equipment	a cudgel	
hill_troll	equipment	a reinforced shield	
hill_troll	equipment	a war hammer	
hill_troll	equipment	some arm greaves	
hill_troll	equipment	some full leather	
hill_troll	equipment	some leather boots	
hill_troll	equipment	some studded leather	
hill_troll	defensive_spells	Spirit Warding II (107)	
hill_troll	treasure_other	small troll tooth	
hisskra_chieftain	otherclass	Living	
hisskra_chieftain	otherclass	Boss	
hisskra_chieftain	equipment	a slimy trident	
hisskra_shaman	otherclass	Living	
hisskra_shaman	otherclass	Boss	
hisskra_shaman	equipment	a slimy trident	
hisskra_shaman	defensive_spells	Natural Colors (601)	
hisskra_shaman	defensive_spells	Resist Elements (602)	
hisskra_shaman	defensive_spells	Spirit Defense (103)	
hisskra_shaman	defensive_spells	Spirit Warding I (101)	
hisskra_shaman	defensive_spells	Spirit Warding II (107)	
hisskra_shaman	treasure_other	glimmering blue essence shard	
hisskra_warrior	otherclass	Living	
hisskra_warrior	equipment	a slimy trident	
hisskra_warrior	treasure_other	t'ayanad crystal	
hobgoblin	otherclass	Living	
hobgoblin	equipment	a chain hauberk	
hobgoblin	equipment	a claidhmore	
hobgoblin	equipment	a feather decorated bone spear	
hobgoblin	equipment	a leather breastplate	
hobgoblin	equipment	a leather helm	
hobgoblin	equipment	a leather skull cap	
hobgoblin	equipment	a metal aventail	
hobgoblin	equipment	a morning star	
hobgoblin	equipment	a rapier	
hobgoblin	equipment	a visored helm	
hobgoblin	equipment	a wooden shield	
hobgoblin	equipment	an iron battle axe	
hobgoblin	equipment	some cuirbouilli leather	
hobgoblin	equipment	some leather boots	
hobgoblin	equipment	some reinforced leather	
hobgoblin	equipment	some woven bead armor	
hobgoblin	treasure_other	ayanad crystal	
hobgoblin_acolyte	otherclass	Living	
