creature_id	area	uid_lo	uid_hi
huge_fire_elemental	Elemental Confluence	585026	585053
huge_fire_elemental	Elemental Confluence	586026	586053
huge_fire_elemental	Elemental Confluence	587026	587053
huge_fire_elemental	Elemental Confluence	588026	588053
huge_ice_elemental	Elemental Confluence	580001	580025
huge_ice_elemental	Elemental Confluence	581001	581025
huge_ice_elemental	Elemental Confluence	582001	582025
huge_ice_elemental	Elemental Confluence	583001	583025
huge_ice_elemental	Elemental Confluence	584001	584025
huge_ice_elemental	Elemental Confluence	585001	585025
huge_ice_elemental	Elemental Confluence	586001	586025
huge_ice_elemental	Elemental Confluence	587001	587025
huge_ice_elemental	Elemental Confluence	588001	588025
huge_jungle_toad	Monsoon Jungle	3218017	3218023
huge_jungle_toad	Monsoon Jungle	3218045	3218048
huge_lava_elemental	Elemental Confluence	580026	580053
huge_lava_elemental	Elemental Confluence	581026	581053
huge_lava_elemental	Elemental Confluence	582026	582053
huge_lava_elemental	Elemental Confluence	583026	583053
huge_lava_elemental	Elemental Confluence	584026	584053
huge_lava_elemental	Elemental Confluence	585026	585053
huge_lava_elemental	Elemental Confluence	586026	586053
huge_lava_elemental	Elemental Confluence	587026	587053
huge_lava_elemental	Elemental Confluence	588026	588053
huge_lightning_elemental	Elemental Confluence	580026	580053
huge_lightning_elemental	Elemental Confluence	581026	581053
huge_lightning_elemental	Elemental Confluence	582026	582053
huge_lightning_elemental	Elemental Confluence	583026	583053
huge_lightning_elemental	Elemental Confluence	584026	584053
huge_lightning_elemental	Elemental Confluence	585026	585053
huge_lightning_elemental	Elemental Confluence	586026	586053
huge_lightning_elemental	Elemental Confluence	587026	587053
huge_lightning_elemental	Elemental Confluence	588026	588053
huge_mein_golem	Darkstone Castle	44015	44018
huge_mein_golem	Darkstone Castle	44020	44023
huge_mein_golem	Darkstone Castle	45121	45127
huge_steam_elemental	Elemental Confluence	580026	580053
huge_steam_elemental	Elemental Confluence	581026	581053
huge_steam_elemental	Elemental Confluence	582026	582053
huge_steam_elemental	Elemental Confluence	583026	583053
huge_steam_elemental	Elemental Confluence	584026	584053
huge_steam_elemental	Elemental Confluence	585026	585053
huge_steam_elemental	Elemental Confluence	586026	586053
huge_steam_elemental	Elemental Confluence	587026	587053
huge_steam_elemental	Elemental Confluence	588026	588053
huge_water_elemental	Elemental Confluence	580001	580025
huge_water_elemental	Elemental Confluence	581001	581025
huge_water_elemental	Elemental Confluence	582001	582025
huge_water_elemental	Elemental Confluence	583001	583025
huge_water_elemental	Elemental Confluence	584001	584025
huge_water_elemental	Elemental Confluence	585001	585025
huge_water_elemental	Elemental Confluence	586001	586025
huge_water_elemental	Elemental Confluence	587001	587025
huge_water_elemental	Elemental Confluence	588001	588025
hulking_forest_ape	Cloud Forest	3219001	3219038
humpbacked_puma	Liath Bheinn and Aillidh Brae	4250062	4250067
hunch_backed_dogmatist	Temple Wyneb	13300001	13300076
hunch_backed_dogmatist	Temple Wyneb	13300080	13300080
hunter_troll	Teorainn Dale	13024010	13024027
hunter_troll	Teorainn Dale	13024030	13024079
ice_golem	Great Mountain Aenatumgana	4561102	4561141
ice_hound	Icemule Trail	4044002	4044019
ice_troll	Glatoph	35005	35009
ice_troll	Glatoph	35026	35040
ice_troll	Glatoph	35068	35072
ice_troll	Ice Plains	7502001	7502010
ice_troll	Ice Plains	7502016	7502021
ice_wraith	Great Mountain Aenatumgana	4561001	4561010
ice_wraith	Pinefar Forests	4563039	4563060
illoke_elder	Bowels of Thanatoph	4293015	4293057
illoke_jarl	Bowels of Thanatoph	4293016	4293057
illoke_mystic	Stone Valley	4292001	4292050
illoke_shaman	Stone Valley	4292017	4292060
ilvari_pixie	Red Forest	480231	480245
ilvari_pixie	Red Forest	17006231	17006245
ilvari_sprite	Red Forest	480231	480245
ilvari_sprite	Red Forest	17006231	17006245
immense_gold-bristled_hinterboar	Hinterwilds	7503101	7503122
immense_gold-bristled_hinterboar	Hinterwilds	7503126	7503146
imposing_elk	Black Weald	7130001	7130018
infernal_death_knight	Moonsedge	4577001	4577028
infernal_death_knight	Moonsedge	4577051	4577058
infernal_death_knight	Moonsedge	4577106	4577123
infernal_death_knight	Moonsedge	4577201	4577214
infernal_death_knight	Moonsedge	4577216	4577249
ithzir_adept	Old Ta'Faendryl	17001101	17001107
ithzir_adept	Old Ta'Faendryl	17004001	17004028
ithzir_adept	Old Ta'Faendryl	17004031	17004120
ithzir_adept	Old Ta'Faendryl	17004160	17004168
ithzir_adept	Old Ta'Faendryl	17004180	17004187
ithzir_adept	Old Ta'Faendryl	17004190	17004195
ithzir_champion	Old Ta'Faendryl	17004080	17004120
ithzir_herald	Old Ta'Faendryl	17004001	17004028
ithzir_herald	Old Ta'Faendryl	17004031	17004079
ithzir_herald	Old Ta'Faendryl	17004160	17004168
ithzir_herald	Old Ta'Faendryl	17004180	17004187
ithzir_herald	Old Ta'Faendryl	17004190	17004195
ithzir_initiate	Old Ta'Faendryl	17004001	17004028
ithzir_initiate	Old Ta'Faendryl	17004031	17004079
ithzir_initiate	Old Ta'Faendryl	17004160	17004168
ithzir_initiate	Old Ta'Faendryl	17004180	17004187
ithzir_initiate	Old Ta'Faendryl	17004190	17004195
ithzir_janissary	Old Ta'Faendryl	17004001	17004028
ithzir_janissary	Old Ta'Faendryl	17004031	17004079
ithzir_janissary	Old Ta'Faendryl	17004160	17004168
ithzir_janissary	Old Ta'Faendryl	17004180	17004187
ithzir_janissary	Old Ta'Faendryl	17004190	17004195
ithzir_scout	Old Ta'Faendryl	17004001	17004028
ithzir_scout	Old Ta'Faendryl	17004031	17004079
ithzir_scout	Old Ta'Faendryl	17004160	17004168
ithzir_scout	Old Ta'Faendryl	17004180	17004187
ithzir_scout	Old Ta'Faendryl	17004190	17004195
ithzir_seer	Old Ta'Faendryl	17001101	17001107
ithzir_seer	Old Ta'Faendryl	17004001	17004028
ithzir_seer	Old Ta'Faendryl	17004031	17004120
ithzir_seer	Old Ta'Faendryl	17004160	17004168
ithzir_seer	Old Ta'Faendryl	17004180	17004187
ithzir_seer	Old Ta'Faendryl	17004190	17004195
jungle_feyling	Monsoon Jungle	3218001	3218055
jungle_feyling	Monsoon Jungle	3218062	3218063
jungle_troll	Karazja Jungle	5006001	5006009
jungle_troll	Karazja Jungle	5006040	5006040
jungle_troll	Greymist Woods	3021001	3021016
jungle_troll	Greymist Woods	3022001	3022034
jungle_troll_chieftain	Karazja Jungle	5006001	5006009
jungle_troll_chieftain	Karazja Jungle	5006040	5006040
jungle_troll_chieftain	Greymist Woods	3021001	3021016
jungle_troll_chieftain	Greymist Woods	3022001	3022034
kelp_tangled_coral_golem	Sailor's Grief	7150101	7150105
kelp_tangled_coral_golem	Sailor's Grief	7150115	7150116
kelp_tangled_coral_golem	Sailor's Grief	7150201	7150229
kelp_tangled_coral_golem	Sailor's Grief	7150701	7150733
kiramon_defender	Darkstone Castle	41019	41025
kiramon_defender	Darkstone Castle	41027	41029
kiramon_defender	Darkstone Castle	41034	41050
kiramon_defender	Abandoned Mine	3005003	3005012
kiramon_defender	Abandoned Mine	3005014	3005022
kiramon_defender	Czeroth Caverns	13007201	13007228
kiramon_defender	Maernstrike Caverns	13037001	13037020
kiramon_defender	The Hive	13041001	13041026
kiramon_worker	Darkstone Castle	41019	41025
kiramon_worker	Darkstone Castle	41027	41029
kiramon_worker	Darkstone Castle	41034	41050
kiramon_worker	Abandoned Mine	3005003	3005012
kiramon_worker	Abandoned Mine	3005014	3005022
kiramon_worker	Czeroth Caverns	13007201	13007228
kiramon_worker	Maernstrike Caverns	13037001	13037020
kiramon_worker	The Hive	13041001	13041026
kobold	Briar Thicket	14013001	14013018
kobold	Lower Dragonsclaw	9028	9041
kobold	Lower Dragonsclaw	372005	372014
kobold	Lower Dragonsclaw	372020	372026
kobold	Lower Dragonsclaw	373005	373016
kobold	Lower Dragonsclaw	373020	373021
kobold	Old Mine Road	20002	20018
kobold	Old Mine Road	401002	401009
kobold	Old Mine Road	401011	401015
kobold	Old Mine Road	401101	401102
kobold	Old Mine Road	401201	401207
kobold	Old Mine Road	401209	401209
kobold	Southern Snowfields	4128005	4128008
kobold	Southern Snowfields	4128012	4128016
kobold	Plains of Vornavis	4212101	4212130
kobold	Plains of Vornavis	4213101	4213130
kobold_shepherd	Graendlor Pasture	4301001	4301019
krag_dweller	Stormpeak	13150301	13150322
krag_dweller	Krag Slopes	495101	495116
krag_dweller	The Hidden Plateau	2167001	2167022
krag_yeti	Krag Slopes	495101	495116
krag_yeti	The Hidden Plateau	2167001	2167022
krolvin_corsair	Shattered Moors	420501	420542
krolvin_mercenary	Sea Caves	26103	26120
krolvin_mercenary	Lysierian Hills	93050	93070
krolvin_mercenary	Liath Bheinn and Aillidh Brae	4250050	4250068
krolvin_slaver	Shattered Moors	420501	420542
krolvin_warfarer	Sea Caves	26001	26036
krolvin_warfarer	Sea Caves	26101	26120
krolvin_warfarer	Lysierian Hills	93071	93079
krolvin_warfarer	Lysierian Hills	485001	485011
krolvin_warfarer	Luinne Bheinn	4251017	4251056
krolvin_warrior	Sea Caves	26002	26036
krolvin_warrior	Sea Caves	26103	26120
krolvin_warrior	Lysierian Hills	93057	93079
krynch	Mraent Caverns	13008001	13008040
large_ogre	The Citadel	2100102	2100120
large_ogre	Upper Trollfang	14001	14023
large_ogre	Vornavian Coast	4218201	4218221
large_ogre	Central Caravansary	4748001	4748007
large_ogre	Central Caravansary	4748020	4748030
large_ring_tailed_lemur	Monsoon Jungle	3218001	3218044
large_ring_tailed_lemur	Monsoon Jungle	3218049	3218054
large_thorned_shrub	Abandoned Farm	4124050	4124062
lava_golem	Eye of V'Tull	3060002	3060018
lava_golem	Eye of V'Tull	3061001	3061028
lava_troll	Volcanic Flats	3023001	3023017
leaper	Coastal Cliffs	67023	67033
leaper	Southern Snowfields	4128031	4128040
lesser_burrow_orc	Melgorehn's Valley	2148002	2148024
lesser_construct	Old Ta'Faendryl	17002201	17002247
lesser_construct	Old Ta'Faendryl	17002301	17002325
lesser_construct	Old Ta'Faendryl	17003011	17003038
lesser_construct	Old Ta'Faendryl	17003101	17003150
lesser_faeroth	Gyldemar Forest	13030041	13030076
lesser_frost_shade	Glacier	4130001	4130022
lesser_ghoul	Glaise Cnoc Cemetery	14008001	14008033
lesser_ghoul	Glaise Cnoc Cemetery	14008060	14008070
lesser_ghoul	The Graveyard	18003	18011
lesser_ghoul	The Graveyard	18013	18028
lesser_ghoul	The Graveyard	2162201	2162211
lesser_griffin	Griffin's Keen	13302101	13302169
lesser_ice_elemental	Great Mountain Aenatumgana	4561102	4561141
lesser_ice_giant	Sleeping Lady Mountains	4560011	4560036
lesser_minotaur	The Hidden Plateau	2167001	2167031
lesser_minotaur	The Hidden Plateau	2167033	2167040
lesser_minotaur	The Hidden Plateau	2167050	2167067
lesser_minotaur	The Hidden Plateau	2167111	2167122
lesser_moor_wight	Miasmal Forest	5003021	5003027
lesser_moor_wight	Miasmal Forest	5003030	5003030
lesser_moor_wight	Miasmal Forest	5003032	5003032
lesser_moor_wight	Miasmal Forest	5003036	5003038
lesser_moor_wight	Miasmal Forest	5004001	5004034
lesser_moor_wight	Yegharren Plains	13036201	13036217
lesser_moor_wight	Yegharren Plains	13036401	13036414
lesser_moor_wight	Yegharren Plains	13036501	13036514
lesser_mummy	The Graveyard	18013	18021
lesser_mummy	The Graveyard	2138001	2138018
lesser_orc	Melgorehn's Valley	2148002	2148024
lesser_orc	Old Mine Road	20001	20018
lesser_orc	Upper Trollfang	15001	15034
lesser_orc	Southern Snowfields	4128031	4128042
lesser_red_orc	Coastal Cliffs	68001	68004
lesser_red_orc	Coastal Cliffs	68010	68016
lesser_red_orc	Yander's Farm	14005023	14005025
lesser_red_orc	Yander's Farm	14005027	14005036
lesser_shade	Coastal Cliffs	2163601	2163628
lesser_shade	Catacombs	46007	46010
lesser_shade	Catacombs	46017	46018
lesser_stone_gargoyle	Darkstone Castle	45107	45118
lesser_vruul	The Broken Lands	94028	94053
lesser_wood_sprite	Sorcerer's Isle	14202001	14202023
lich	The Rift	4571003	4571004
lich	The Rift	4571016	4571021
lich	The Rift	4571026	4571030
lich_qyn_arj	Old Ta'Faendryl	17002201	17002247
lich_qyn_arj	Old Ta'Faendryl	17002301	17002325
lithe_veiled_sentinel	Shadow of the Sanctum	4216001	4216049
lost_soul	The Rift	4570001	4570014
luminous_arachnid	Thurfel's Island	7532001	7532033
luminous_worm	Hornwort Cavern	7131001	7131018
magna_vereri	Abbey	4132201	4132240
magna_vereri	Abbey	4132243	4132248
magru	The Broken Lands	94002	94019
major_glacei	Great Mountain Aenatumgana	4561001	4561010
major_glacei	Pinefar Forests	4563034	4563051
major_spider	Lower Trollfang	12001	12051
mammoth_arachnid	Sorcerer's Isle	14202001	14202023
mammoth_arachnid	Spider Temple	13020	13036
mammoth_arachnid	Vornavian Coast	4218301	4218325
manticore	Old Mine Road	20030	20038
manticore	Vornavian Coast	4202182	4202199
manticore	Slope	395002	395015
manticore	Liath Bheinn and Aillidh Brae	4250004	4250021
martial_eagle	Sorcerer's Isle	14202001	14202023
massive_black_boar	Blighted Forest	13020001	13020051
massive_black_boar	Red Forest	480201	480215
massive_black_boar	Red Forest	17006201	17006215
massive_grahnk	Thurfel's Island	7532001	7532033
massive_pyrothag	Volcano	3050017	3050036
massive_pyrothag	Volcano	3052001	3052025
massive_troll_king	Darkstone Castle	388002	388011
mastodonic_leopard	Gyldemar Forest	13028001	13028037
mastodonic_leopard	Gyldemar Forest	13028084	13028091
mezic	Vornavian Coast	4214303	4214323
milky_eyed_drowned_mariner	Sailor's Grief	7150501	7150535
minor_glacei	Pinefar Forests	4563030	4563043
minotaur_magus	The Hidden Plateau	2167070	2167108
minotaur_warrior	The Hidden Plateau	2167050	2167067
minotaur_warrior	The Hidden Plateau	2167070	2167108
minotaur_warrior	The Hidden Plateau	2167111	2167122
mist_wraith	Glaise Cnoc Cemetery	14008051	14008070
mist_wraith	The Citadel	2102022	2102039
mist_wraith	Cairnfang	630001	630014
mistydeep_siren	The Toadwort	14007001	14007010
moaning_phantom	Glaise Cnoc Cemetery	14008011	14008025
moaning_spirit	Castle Anwyn	4285004	4285008
moaning_spirit	Castle Anwyn	4285013	4285013
moaning_spirit	Castle Anwyn	4285024	4285025
moaning_spirit	The Graveyard	2150002	2150007
monastic_lich	Lysierian Hills	95156	95168
monastic_lich	Lysierian Hills	95180	95185
mongrel_hobgoblin	Ocoma Vale	4300004	4300025
mongrel_hobgoblin	Muddy Village	7128001	7128015
mongrel_hobgoblin	Muddy Village	7128026	7128030
mongrel_kobold	The Citadel	377101	377128
mongrel_kobold	Vornavian Coast	4202401	4202416
mongrel_kobold	Plains of Vornavis	4212101	4212130
mongrel_kobold	Plains of Vornavis	4213101	4213130
mongrel_troll	Vornavian Coast	4214101	4214115
mongrel_wolfhound	Yegharren Plains	13034301	13034309
mongrel_wolfhound	Yegharren Plains	13034314	13034337
monkey	The Citadel	377051	377066
monkey	The Citadel	377077	377081
monkey	The Citadel	377083	377084
monkey	Muddy Village	7128001	7128015
monkey	Muddy Village	7128026	7128030
monkey	Thurfel's Island	7530006	7530029
monstrous_direwolf	Red Forest	480216	480230
monstrous_direwolf	Red Forest	17006216	17006230
moor_eagle	Shattered Moors	420001	420025
moor_hound	Shattered Moors	420001	420037
moor_hound	Shattered Moors	420040	420046
moor_witch	Shattered Moors	420001	420037
moor_witch	Shattered Moors	420040	420046
moulis	Maaghara Tower	13022026	13022060
mountain_goat	Emerald Forest	13301170	13301191
mountain_goat	Emerald Forest	13301201	13301232
mountain_lion	Stone Valley	4291001	4291025
mountain_ogre	Upper Trollfang	17101	17118
mountain_ogre	Abbey	4132001	4132010
mountain_ogre	Liath Bheinn and Aillidh Brae	4250050	4250060
mountain_rolton	Luinne Bheinn	4251018	4251027
mountain_snowcat	Upper Dragonsclaw	2121006	2121013
mountain_snowcat	Southern Snowfields	4128024	4128030
mountain_troll	Hidden Vale	36006	36010
mountain_troll	Hidden Vale	40001	40013
mountain_troll	Hidden Vale	40020	40020
mountain_troll	Noralgar Forest	4286002	4286013
mountain_troll	Noralgar Forest	4286046	4286067
mud_wasp	Fhorian Village	3030011	3030023
mud_wasp	Fhorian Village	3030225	3030234
mud_wasp	Fhorian Village	3030250	3030255
muddy_hog	Black Weald	7130001	7130018
murky_soul_siphon	The Rift	4571001	4571030
muscular_brindlecat	Black Weald	7130001	7130018
muscular_supplicant	Temple Wyneb	13300001	13300076
muscular_supplicant	Temple Wyneb	13300080	13300080
myklian	The Broken Lands	94020	94026
n_ecare	The Rift	4568001	4568055
n_ecare	The Rift	4570001	4570014
naisirc	The Rift	4566001	4566055
nasty_little_gremlin	Wehntoph	484001	484013
neartofar_orc	Neartofar Forest	14015001	14015020
neartofar_troll	Neartofar Forest	14015001	14015020
necrotic_snake	Marsh Keep	376001	376001
necrotic_snake	Marsh Keep	376003	376010
necrotic_snake	Marsh Keep	376015	376018
necrotic_snake	Marsh Keep	376020	376034
necrotic_snake	Marsh Keep	376040	376044
necrotic_snake	Fethayl Bog	13038001	13038031
nedum_vereri	Temple of Love	2155012	2155044
nedum_vereri	Temple of Love	2155046	2155048
nedum_vereri	Abbey	4132101	4132118
night_golem	The Citadel	2102022	2102039
night_hound	The Graveyard	2150002	2150007
night_hound	The Graveyard	2150010	2150014
night_mare	Shadow Valley	389030	389035
night_mare	Shadow Valley	2160001	2160035
night_mare	Shadow Valley	2161011	2161022
niirsha	Lunule Weald	14016001	14016038
niveous_giant_warg	Hinterwilds	7503301	7503312
niveous_giant_warg	Hinterwilds	7503341	7503353
niveous_giant_warg	Hinterwilds	7503361	7503366
nonomino	Castle Anwyn	4285010	4285022
nonomino	Castle Anwyn	4285030	4285050
ogre_sentry	Hornwort Cavern	7131001	7131018
ogre_warrior	Neartofar Forest	14015201	14015212
ogre_warrior	Northern Slopes of Wehntoph	4302020	4302035
pale_crab	Coastal Cliffs	2163601	2163628
pale_crab	Vornavian Coast	4202401	4202416
pale_crab	The Citadel	2103018	2103034
pale_scaled_shaper	Shadow of the Sanctum	4216001	4216049
pallid_fog_cloaked_kelpie	Sailor's Grief	7150201	7150229
pallid_fog_cloaked_kelpie	Sailor's Grief	7150501	7150535
panther	Plains of Vornavis	4212301	4212324
patchwork_flesh_monstrosity	Shadow of the Sanctum	4216001	4216049
phantasma	Castle Varunar	4750053	4750069
phantasmal_bestial_swordsman	The Citadel	377301	377314
phantom	The Graveyard	18008	18011
phantom	The Graveyard	18013	18028
phantom	The Graveyard	2162201	2162211
phantom	Southern Snowfields	4128058	4128070
phosphorescent_worm	Thurfel's Island	7532001	7532033
plains_lion	Grasslands	14012100	14012120
plains_lion	Grasslands	14012150	14012165
plains_ogre	Grasslands	14012100	14012120
plains_ogre	Grasslands	14012150	14012165
plains_orc_chieftain	Yegharren Plains	13034201	13034221
plains_orc_chieftain	Yegharren Plains	13034301	13034338
plains_orc_chieftain	Yegharren Plains	13034401	13034416
plains_orc_scout	Yegharren Plains	13034101	13034119
plains_orc_scout	Yegharren Plains	13034201	13034221
plains_orc_scout	Yegharren Plains	13034301	13034338
plains_orc_scout	Yegharren Plains	13034401	13034416
plains_orc_shaman	Yegharren Plains	13034301	13034338
plains_orc_warrior	Yegharren Plains	13034201	13034221
plains_orc_warrior	Yegharren Plains	13034301	13034338
plains_orc_warrior	Yegharren Plains	13034401	13034416
plumed_cockatrice	Neartofar Forest	14015001	14015020
polar_bear	Great Mountain Aenatumgana	4561001	4561020
polar_bear	Great Mountain Aenatumgana	4561201	4561208
polar_bear	Pinefar Forests	4563043	4563055
pra_eda	Vornavian Coast	4214303	4214323
pra_eda	Vornavian Coast	4218101	4218121
puma	Vornavian Coast	4202182	4202199
puma	Lysierian Hills	92079	92081
puma	Lysierian Hills	92095	92099
puma	Lysierian Hills	93045	93056
puma	Noralgar Forest	4286004	4286014
puma	Noralgar Forest	4286019	4286023
puma	Noralgar Forest	4286046	4286067
puma	Northern Slopes of Wehntoph	4302013	4302035
putrefied_citadel_herald	The Citadel	377013	377015
putrefied_citadel_herald	The Citadel	377027	377030
putrefied_citadel_herald	The Citadel	377301	377314
putrefied_citadel_herald	The Citadel	377320	377344
quivering_sanguine_ooze	Hinterwilds	7503401	7503421
quivering_sanguine_ooze	Hinterwilds	7503467	7503498
quivering_sanguine_oozeling	Hinterwilds	7503401	7503421
quivering_sanguine_oozeling	Hinterwilds	7503467	7503498
rabid_guard_dog	Thurfel's Island	7531001	7531010
rabid_squirrel	Lower Dragonsclaw	372030	372039
rabid_squirrel	Lower Dragonsclaw	373017	373019
rabid_squirrel	Lower Dragonsclaw	373022	373024
rabid_squirrel	Southern Snowfields	4128007	4128011
raider_orc	Yander's Farm	14005038	14005053
raving_lunatic	The Rift	4566001	4566055
raving_lunatic	The Rift	4567001	4567055
red_bear	Stone Valley	4291001	4291025
red_scaled_thrak	Volcano	3050015	3050036
red_scaled_thrak	Volcano	3052003	3052025
red_tsark	Eye of V'Tull	3051003	3051030
red_tsark	Eye of V'Tull	3061001	3061038
reiver	Luinne Bheinn	4251011	4251013
reiver	Luinne Bheinn	4251015	4251056
relnak	Catacombs	490002	490004
relnak	Catacombs	490010	490011
relnak	Catacombs	490018	490018
revenant	Glaise Cnoc Cemetery	14008040	14008070
revenant	The Graveyard	18036	18040
revenant	The Graveyard	18042	18044
revenant	Cairnfang	630001	630014
ridge_orc	Locksmehr Trail	13000063	13000085
ridgeback_boar	Yegharren Plains	13034203	13034214
ridgeback_boar	Yegharren Plains	13034324	13034336
ridgeback_boar	Yegharren Plains	13034401	13034416
roa_ter	Castle Varunar	4750006	4750029
roa_ter	Darkstone Castle	42500	42521
roa_ter	Vornavian Coast	4218101	4218121
roa_ter	Czeroth Caverns	13007201	13007228
roa_ter	The Hive	13041001	13041026
roa_ter_wormling	Zaerthu Tunnels	13009001	13009040
rock_troll_zombie	Troll Burial Grounds	13011001	13011035
roiling_crimson_angargeist	Hinterwilds	7503422	7503466
rolton	Lower Dragonsclaw	9008	9032
rolton	South River Road	2104011	2104017
rolton	Southern Snowfields	4128001	4128008
rolton	Graendlor Pasture	4301001	4301025
rotting_chimera	Marsh Keep	376001	376001
rotting_chimera	Marsh Keep	376003	376010
rotting_chimera	Marsh Keep	376015	376018
rotting_chimera	Marsh Keep	376020	376034
rotting_chimera	Marsh Keep	376040	376044
rotting_citadel_arbalester	The Citadel	377013	377015
rotting_citadel_arbalester	The Citadel	377027	377030
rotting_citadel_arbalester	The Citadel	377320	377344
rotting_corpse	Castle Varunar	4750006	4750029
rotting_farmhand	Abandoned Farm	4124114	4124124
rotting_krolvin_pirate	The Citadel	377201	377232
rotting_woodsman	Plains of Vornavis	4212201	4212222
sabre_tooth_tiger	Great Mountain Aenatumgana	4561010	4561020
sabre_tooth_tiger	Great Mountain Aenatumgana	4561102	4561140
sabre_tooth_tiger	Great Mountain Aenatumgana	4561201	4561208
sacristan_spirit	Lunule Weald	14016001	14016038
sand_beetle	Vornavian Coast	4217201	4217216
sand_devil	Fhorian Village	3030201	3030210
savage_fork-tongued_wendigo	Hinterwilds	7503101	7503146
scaly_burgee	Teorainn Dale	13024030	13024047
scaly_burgee	Teorainn Dale	13024051	13024064
scaly_burgee	Greymist Woods	3022018	3022034
scaly_needle_toothed_trenchling	Sailor's Grief	7150201	7150229
scaly_needle_toothed_trenchling	Sailor's Grief	7150701	7150733
sea_nymph	Coastal Cliffs	67007	67020
sea_nymph	Vornavian Coast	4202101	4202111
seeker	Great Mountain Aenatumgana	4561101	4561141
seething_pestilent_vision	Abbey	4132201	4132240
seething_pestilent_vision	Abbey	4132243	4132248
seraceris	The Rift	4566001	4566055
shadow_mare	Shadow Valley	389030	389035
shadow_mare	Shadow Valley	2160001	2160035
shadow_mare	Shadow Valley	2161001	2161022
shadow_steed	Shadow Valley	389030	389035
shadow_steed	Shadow Valley	2160001	2160035
shadow_steed	Shadow Valley	2161001	2161022
shambling_lurk	Shadow of the Sanctum	4216001	4216049
shan_bardess	Forgotten Vineyard	4225003	4225036
shan_cleric	Vornavian Coast	4218301	4218325
shan_empath	Forgotten Vineyard	4225003	4225016
shan_ranger	Vornavian Coast	4218301	4218325
shan_rogue	Forgotten Vineyard	4225017	4225036
shan_shaman	Forgotten Vineyard	4225017	4225036
shan_sorceress	Forgotten Vineyard	4225003	4225016
shan_warrior	Vornavian Coast	4218301	4218325
shan_wizard	Vornavian Coast	4218301	4218325
shelfae_assailant	Cliffwalk	7129001	7129017
shelfae_chieftain	Coastal Cliffs	84408	84413
shelfae_chieftain	Coastal Cliffs	84416	84419
shelfae_chieftain	Plains of Vornavis	4212301	4212324
shelfae_guard	Cliffwalk	7129001	7129017
shelfae_soldier	Coastal Cliffs	84400	84409
shelfae_soldier	Coastal Cliffs	84416	84418
shelfae_soldier	Plains of Vornavis	4212301	4212324
shelfae_warlord	Plains of Vornavis	4212301	4212324
sheruvian_harbinger	Darkstone Castle	388012	388019
sheruvian_harbinger	Darkstone Castle	388030	388035
sheruvian_harbinger	The Broken Lands	487019	487041
sheruvian_harbinger	The Broken Lands	487043	487052
sheruvian_harbinger	The Broken Lands	487054	487054
sheruvian_harbinger	The Broken Lands	487056	487075
sheruvian_initiate	The Broken Lands	487010	487014
sheruvian_initiate	The Broken Lands	487016	487016
sheruvian_initiate	The Broken Lands	487018	487025
sheruvian_initiate	The Broken Lands	487027	487031
sheruvian_initiate	The Broken Lands	487034	487041
sheruvian_initiate	The Broken Lands	487043	487052
sheruvian_initiate	The Broken Lands	487054	487054
sheruvian_initiate	The Broken Lands	487056	487058
sheruvian_initiate	The Broken Lands	487067	487075
sheruvian_monk	The Broken Lands	487020	487025
sheruvian_monk	The Broken Lands	487030	487032
sheruvian_monk	The Broken Lands	487034	487041
sheruvian_monk	The Broken Lands	487043	487043
sheruvian_monk	The Broken Lands	487058	487075
shimmering_fungus	Wraithenmist	13027003	13027035
shimmering_fungus	Wraithenmist	13027056	13027083
shining_winged_disir	Hinterwilds	7503422	7503466
shrickhen	Maaghara Tower	13022008	13022049
shriveled_icy_creeper	Abandoned Farm	4124050	4124062
sidewinder	Shadow of the Sanctum	4216141	4216141
sidewinder	Shadow of the Sanctum	4216148	4216148
silverback_orc	High Plains	4129002	4129021
siren	Ruined Temple	3031025	3031042
siren	Ruined Temple	3031045	3031080
siren_lizard	Fhorian Village	3030035	3030039
siren_lizard	Fhorian Village	3030211	3030219
siren_lizard	Fhorian Village	3030221	3030234
siren_lizard	Fhorian Village	3030250	3030255
skayl	Volcano	3050023	3050036
skayl	Eye of V'Tull	3060002	3060018
skeletal_giant	Upper Trollfang	16065	16071
skeletal_ice_troll	Ice Plains	7502011	7502015
skeletal_lord	Castle Varunar	4750031	4750056
skeletal_lord	Castle Varunar	4750058	4750069
skeletal_soldier	Miasmal Forest	5003001	5003027
skeletal_soldier	Miasmal Forest	5003030	5003030
skeletal_soldier	Miasmal Forest	5003032	5003032
skeletal_soldier	Miasmal Forest	5003036	5003039
skeletal_soldier	Miasmal Forest	5004016	5004034
skeletal_warhorse	Castle Varunar	4750034	4750039
skeletal_warhorse	Castle Varunar	4750071	4750076
skeleton	Glaise Cnoc Cemetery	14008001	14008033
skeleton	Glaise Cnoc Cemetery	14008060	14008070
skeleton	The Graveyard	18003	18009
skeleton	The Graveyard	2162201	2162211
skeleton	Southern Snowfields	4128063	4128067
sleek_black_kiramon_stalker	The Hive	13041101	13041132
sleek_black_kiramon_stalker	The Hive	13041201	13041230
sleek_black_kiramon_stalker	The Hive	13041301	13041329
slimy_little_grub	Wehntoph	484001	484013
smouldering_skeletal_dreadsteed	Moonsedge	4577001	4577028
smouldering_skeletal_dreadsteed	Moonsedge	4577051	4577058
