type	location	rank	damage	position	fatal	stunned	amputated	crippled	sleeping	dazed	limb_favored	roundtime	silenced	slowed	wound_rank	secondary_location	secondary_wound_rank	pattern
fire	abdomen	9	70		1	0	0	0	0	0	0	0	0	0	3			^Flame burns through .*? abdomen.  Greasy smoke billows forth.
fire	back	0	0		0	0	0	0	0	0	0	0	0	0	0			^Blast of flames to back.
fire	back	1	5		0	0	0	0	0	0	0	0	0	0	1			^Minor burns to back.
fire	back	2	10		0	0	0	0	0	0	0	0	0	0	1			^Burst of flames to back toasts skin nicely.
fire	back	3	15		0	1	0	0	0	0	0	0	0	0	1			^Burst of flames to back fries shoulder blades.
fire	back	4	20		0	3	0	0	0	0	0	0	0	0	2			^Nasty burns to back.
fire	back	5	25		0	5	0	0	0	0	0	0	0	0	2			^Back bursts into a spectacular display of flames.
fire	back	6	30		0	6	0	0	0	0	0	0	0	0	3			^Flames cook .*? back.
fire	back	7	50		0	8	0	0	0	0	0	0	0	0	3			^A large patch of flesh is seared off .*? back.
fire	back	8	60		1	0	0	0	0	0	0	0	0	0	3	nerves	3	^Flame engulfs back. .*? flambe.
fire	back	9	70		1	0	0	0	0	0	0	0	0	0	3	nerves	3	^Back burnt to the bone.
fire	left_arm	0	0		0	0	0	0	0	0	0	0	0	0	0			^Flames tickle left arm.
fire	left_arm	1	3		0	0	0	0	0	0	0	0	0	0	1			^Minor burns to left arm.
fire	left_arm	2	7		0	0	0	0	0	0	0	0	0	0	1			^Burst of flames to left arm burns skin bright red.
fire	left_arm	3	8		0	1	0	0	0	0	0	0	0	0	1			^Burst of flames to left arm toasts skin to elbows.
fire	left_arm	4	10		0	2	0	0	0	0	0	0	0	0	2			^Nasty burns to left arm.
fire	left_arm	5	15		0	3	0	0	0	0	0	0	0	0	2			^Flames incinerate left arm to the bone.
fire	left_arm	6	20		0	5	0	0	0	0	0	0	0	0	2			^Extreme heat causes .*? left arm to expand and snap.
fire	left_arm	7	25		0	6	1	0	0	0	0	0	0	0	3			^Blaze chars .*? left arm.
fire	left_arm	8	35		0	8	1	0	0	0	0	0	0	0	3			^Left arm burnt away at elbow.
fire	left_arm	9	40		0	10	1	0	0	0	0	0	0	0	3			^Left arm incinerated.
fire	right_arm	0	0		0	0	0	0	0	0	0	0	0	0	0			^Flames tickle right arm.
fire	right_arm	1	3		0	0	0	0	0	0	0	0	0	0	1			^Minor burns to right arm.
fire	right_arm	2	7		0	0	0	0	0	0	0	0	0	0	1			^Burst of flames to right arm burns skin bright red.
fire	right_arm	3	8		0	1	0	0	0	0	0	0	0	0	1			^Burst of flames to right arm toasts skin to elbows.
fire	right_arm	4	10		0	2	0	0	0	0	0	0	0	0	2			^Nasty burns to right arm.
fire	right_arm	5	15		0	3	0	0	0	0	0	0	0	0	2			^Flames incinerate right arm to the bone.
fire	right_arm	6	20		0	5	0	0	0	0	0	0	0	0	2			^Extreme heat causes .*? right arm to expand and snap.
fire	right_arm	7	25		0	6	1	0	0	0	0	0	0	0	3			^Right arm scorched so bad it might as well be gone.
fire	right_arm	8	35		0	8	1	0	0	0	0	0	0	0	3			^Right forearm burned clean off.
fire	right_arm	9	40		0	10	1	0	0	0	0	0	0	0	3			^Flame consumes .*? right arm all the way to the shoulder.
fire	left_hand	0	0		0	0	0	0	0	0	0	0	0	0	0			^Burst of flame to left hand singes knuckles.
fire	left_hand	1	1		0	0	0	0	0	0	0	0	0	0	1			^Minor burns to left hand.
fire	left_hand	2	3		0	0	0	0	0	0	0	0	0	0	1			^Burst of flames to left hand burns fingers bright red.
fire	left_hand	3	5		0	0	0	0	0	0	0	0	0	0	1			^Burst of flames to left hand fries palm.
fire	left_hand	4	7		0	1	0	0	0	0	0	0	0	0	2			^Nasty burns to left hand.
fire	left_hand	5	8		0	2	0	0	0	0	0	0	0	0	2			^Left hand fried to a crisp.
fire	left_hand	6	10		0	3	0	0	0	0	0	0	0	0	2			^Extreme heat melts the skin off .*? left hand.
fire	left_hand	7	15		0	4	1	0	0	0	0	0	0	0	3			^Several fingers consumed from left hand.
fire	left_hand	8	25		0	5	1	0	0	0	0	0	0	0	3			^Flame burns everything but the bones from .*? left hand.
fire	left_hand	9	30		0	7	1	0	0	0	0	0	0	0	3			^Left hand burned off.
fire	right_hand	0	0		0	0	0	0	0	0	0	0	0	0	0			^Burst of flame to right hand singes knuckles.
fire	right_hand	1	1		0	0	0	0	0	0	0	0	0	0	1			^Minor burns to right hand.
fire	right_hand	2	3		0	0	0	0	0	0	0	0	0	0	1			^Burst of flames to right hand burns fingers bright red.
fire	right_hand	3	5		0	0	0	0	0	0	0	0	0	0	1			^Burst of flames to right hand fries palm.
fire	right_hand	4	7		0	1	0	0	0	0	0	0	0	0	2			^Nasty burns to right hand.
fire	right_hand	5	8		0	2	0	0	0	0	0	0	0	0	2			^Right hand fried to a crisp.
fire	right_hand	6	10		0	3	0	0	0	0	0	0	0	0	2			^Extreme heat melts the skin off .*? right hand.
fire	right_hand	7	15		0	4	1	0	0	0	0	0	0	0	3			^Skin and muscle seared off right hand.
fire	right_hand	8	25		0	5	1	0	0	0	0	0	0	0	3			^Right hand reduced to smoking ash.
fire	right_hand	9	30		0	7	1	0	0	0	0	0	0	0	3			^Unbelievable heat melts .*? hand down to the wrist.
fire	left_leg	0	0		0	0	0	0	0	0	0	0	0	0	0			^Flames tickle left leg.
fire	left_leg	1	5		0	0	0	0	0	0	0	0	0	0	1			^Minor burns to left leg.
fire	left_leg	2	10		0	0	0	0	0	0	0	0	0	0	1			^Burst of flames to left leg burns skin bright red.
fire	left_leg	3	15		0	1	0	0	0	0	0	0	0	0	1			^Burst of flames to left leg blackens kneecap.
fire	left_leg	4	17	prone	0	3	0	0	0	0	0	0	0	0	2			^Nasty burns to left leg.
fire	left_leg	5	20	prone	0	5	0	0	0	0	0	0	0	0	2			^Flames incinerate left leg to the bone.
fire	left_leg	6	25	prone	0	6	0	0	0	0	0	0	0	0	2			^Extreme heat causes .*? left leg to expand and snap.
fire	left_leg	7	30	prone	0	8	1	0	0	0	0	0	0	0	3			^Scorching heat shrivels left leg to a useless black mass.
fire	left_leg	8	40	prone	0	10	1	0	0	0	0	0	0	0	3			^Left leg burned off at the knee.
fire	left_leg	9	45	prone	0	12	1	0	0	0	0	0	0	0	3			^Left leg completely charred.
fire	right_leg	0	0		0	0	0	0	0	0	0	0	0	0	0			^Flames tickle right leg.
fire	right_leg	1	5		0	0	0	0	0	0	0	0	0	0	1			^Minor burns to right leg.
fire	right_leg	2	10		0	0	0	0	0	0	0	0	0	0	1			^Burst of flames to right leg burns skin bright red.
fire	right_leg	3	15		0	1	0	0	0	0	0	0	0	0	1			^Burst of flames to right leg blackens kneecap.
fire	right_leg	4	17	prone	0	3	0	0	0	0	0	0	0	0	2			^Nasty burns to right leg.
fire	right_leg	5	20	prone	0	5	0	0	0	0	0	0	0	0	2			^Flames incinerate right leg to the bone.
fire	right_leg	6	25	prone	0	6	0	0	0	0	0	0	0	0	2			^Extreme heat causes .*? right leg to expand and snap.
fire	right_leg	7	30	prone	0	8	1	0	0	0	0	0	0	0	3			^Right leg horribly scorched.
fire	right_leg	8	40	prone	0	10	1	0	0	0	0	0	0	0	3			^The lower half of .*? right leg is almost completely burned away.
fire	right_leg	9	45	prone	0	12	1	0	0	0	0	0	0	0	3			^Right leg aflame.
generic	unspecified	0	0		0	999	0	0	0	0	0	0	0	0	0			.*? is stunned.
grapple	head	1	5		0	1	0	0	0	0	0	0	0	0	0			^Decent blow to the head, may leave a bruise.
grapple	head	2	10	prone	0	3	0	0	0	0	0	0	0	0	1			^Solid headlock.
grapple	head	3	15	prone	0	5	0	0	0	0	0	0	0	0	1			^Head grappled, slight ringing in the ears.
grapple	head	4	20	prone	0	7	0	0	0	0	0	0	0	0	1			^Crushing grapple to the head, skull cracks.
grapple	head	5	25	prone	0	10	0	0	0	0	0	0	0	0	2			^Head bounces off the ground.
grapple	head	6	30	prone	0	12	0	0	0	0	0	0	0	0	2			^Forehead strikes the ground.
grapple	head	7	35	prone	0	14	0	0	0	0	0	0	0	0	3			^(?:.*? h|H)ead (?:is )?cracked as (?:.*? is thrown|you throw .*?) to the ground.
grapple	head	8	40		0	16	0	0	0	0	0	0	0	0	3			^Rough grapple to the head, cracks skull in several places.
grapple	head	9	45		1	0	0	0	0	0	0	0	0	0	3			^Head crushed.  Resulting death is\.\.\. messy.
grapple	neck	1	5		0	1	0	0	0	0	0	0	0	0	0			^Weak grapple around the neck bruises windpipe.
grapple	neck	2	10	prone	0	2	0	0	0	0	0	0	0	0	1			^Sprained neck.
grapple	neck	3	15	prone	0	4	0	0	0	0	0	0	0	0	1			^Hard pull on head strains neck.
grapple	neck	4	20	prone	0	6	0	0	0	0	0	0	0	0	1			^Hard head twist sends jolts of pain up the neck.
grapple	neck	5	25	prone	0	8	0	0	0	0	0	0	0	0	2			^Neck grapple, loud .pop. as the bones strain.
grapple	neck	6	30	prone	0	10	0	0	0	0	0	0	0	0	2			^Something gives in .*? neck.
grapple	neck	7	35	prone	0	12	0	0	0	0	0	0	0	0	3			^Grab to the head sprains .*? neck badly before .*? hits the ground.
grapple	neck	8	40		1	0	0	0	0	0	0	0	0	0	3			^Neck twisted entirely around, quite dead.
grapple	neck	9	45		1	0	0	0	0	0	0	0	0	0	3			^Throat driven into spine by awesome grapple.
grapple	left_eye	0	0		0	0	0	0	0	0	0	0	0	0	0			^Lame eye gouge, barely close to the head.
grapple	left_eye	1	5		0	1	0	0	0	0	0	0	0	0	0			^Weak eye gouge, (?:probably distracting|you may have .*? attention now).
grapple	left_eye	2	10	prone	0	3	0	0	0	0	0	0	0	0	0			^Eye gouge, that hurt.
grapple	left_eye	3	15	prone	0	5	0	0	0	0	0	0	0	0	1			^Head maneuver catches eye.
grapple	left_eye	4	20	prone	0	7	0	0	0	0	0	0	0	0	1			^Move scratches the eye which quickly fills with tears.
grapple	left_eye	5	25	prone	0	10	0	0	0	0	0	0	0	0	1			^Dirt gets in .*? eyes as .*? is pushed to the ground.
grapple	left_eye	6	30		0	12	0	0	0	0	0	0	0	0	2			^Eye struck as .*? lands face first, swelling it shut.
grapple	left_eye	7	35	prone	0	16	0	0	0	0	0	0	0	0	2			^Strong grapple to the head gouges eye.
grapple	left_eye	8	40	prone	0	18	0	0	0	0	0	0	0	0	3			^Nasty eye gouge forces eye into skull.
grapple	left_eye	9	50	prone	0	20	0	0	0	0	0	0	0	0	3			^Eyeball annihilated with a loud .POP..
grapple	chest	1	5		0	0	0	0	0	0	0	0	0	0	0			^Attempt to snare chest shrugged off.
grapple	chest	2	10		0	1	0	0	0	0	0	0	0	0	0			^Chest grapple, decent grip.
grapple	chest	3	15	prone	0	3	0	0	0	0	0	0	0	0	1			^Solid chest grapple, .*? is winded.
grapple	chest	4	20	prone	0	5	0	0	0	0	0	0	0	0	1			^Hard shove to the chest staggers .*?.
grapple	chest	5	25	prone	0	7	0	0	0	0	0	0	0	0	1			^Hard blow to chest knocks .*? back and winds .*?.
grapple	chest	6	30		0	9	0	0	0	0	0	0	0	0	1			^Blow to the chest takes .*? breath away.
grapple	chest	7	35	prone	0	12	0	0	0	0	0	0	0	0	2			^Impressive chest grapple snaps ribs.
grapple	chest	8	40		0	14	0	0	0	0	0	0	0	0	2			^Awesome chest grapple, sternum cracks.
grapple	chest	9	55	prone	0	16	0	0	0	0	0	0	0	0	3			^Huge grapple, chest gives slightly, several ribs snap.
grapple	abdomen	1	5		0	0	0	0	0	0	0	0	0	0	0			^Attempt to snare hips shaken loose.
grapple	abdomen	2	10		0	1	0	0	0	0	0	0	0	0	0			^Blow to the diaphragm.
grapple	abdomen	3	15	prone	0	3	0	0	0	0	0	0	0	0	1			^Solid abdomen grapple, stomach bruised.
grapple	abdomen	4	20	prone	0	5	0	0	0	0	0	0	0	0	1			^Hard shove to the midriff staggers .*?.
grapple	abdomen	5	25	prone	0	7	0	0	0	0	0	0	0	0	1			^Hard blow to stomach knocks .*? back and winds .*?.
grapple	abdomen	6	30		0	11	0	0	0	0	0	0	0	0	1			^Blow to the stomach makes .*? gasp for air.
grapple	abdomen	7	35	prone	0	12	0	0	0	0	0	0	0	0	2			^.*? (?:takes a hard fall from being|thrown down hard), cracking .*? hip.
grapple	abdomen	8	40		0	14	0	0	0	0	0	0	0	0	2			^Fierce grapple injures internal organs.
grapple	abdomen	9	45	prone	0	16	0	0	0	0	0	0	0	0	3			^Internal organs crushed.
grapple	back	1	5		0	0	0	0	0	0	0	0	0	0	0			^Attempt to grab from behind shrugged off.
grapple	back	2	10		0	1	0	0	0	0	0	0	0	0	0			^Blow to the kidneys.
grapple	back	3	15	prone	0	3	0	0	0	0	0	0	0	0	1			^Solid grapple to the back, back muscles pulled.
grapple	back	4	20	prone	0	5	0	0	0	0	0	0	0	0	1			^Hard shove to the back staggers .*?.
grapple	back	5	25	prone	0	7	0	0	0	0	0	0	0	0	1			^Hard blow to back sends .*? sprawling.
grapple	back	6	30	prone	0	9	0	0	0	0	0	0	0	0	1			^Hard maneuver throws .*? to the ground.
grapple	back	7	35	prone	0	12	0	0	0	0	0	0	0	0	2			^Vertebrae snap in succession.
grapple	back	8	40		0	14	0	0	0	0	0	0	0	0	2			^Wicked grapple of the back, followed by the snapping of vertebrae.
grapple	back	9	45	prone	0	16	0	0	0	0	0	0	0	0	3			^Grapple to the back crushes several useful bones.
grapple	left_arm	1	5		0	0	0	0	0	0	0	0	0	0	0			^Loose arm hold.
grapple	left_arm	2	10		0	1	0	0	0	0	0	0	0	0	0			^Arm lock.
grapple	left_arm	3	15	prone	0	2	0	0	0	0	0	0	0	0	0			^Hard pull to the arm throws .*? off balance.
grapple	left_arm	4	20	prone	0	3	0	0	0	0	0	0	0	0	1			^Fierce arm lock twists a .*? left arm.
grapple	left_arm	5	25	prone	0	4	0	0	0	0	0	0	0	0	1			^Solid arm grapple, pulls muscles to their limits.
grapple	left_arm	6	30	prone	0	5	0	0	0	0	0	0	0	0	1			^Arm twists painfully behind the back as .*? is thrown forward.
grapple	left_arm	7	35	prone	0	6	0	0	0	0	0	0	0	0	1			^Grapple pins shield arm, and twists it severely.
grapple	left_arm	8	40		0	8	0	0	0	0	0	0	0	0	2			^Shield arm grappled, twisted until it breaks.
grapple	left_arm	9	50	prone	0	10	1	0	0	0	0	0	0	0	3			^Arm grappled, almost ripped from the socket.
grapple	right_arm	4	20	prone	0	3	0	0	0	0	0	0	0	0	1			^Fierce arm lock twists an? .*? right arm.
grapple	right_arm	7	35	prone	0	6	0	0	0	0	0	0	0	0	1			^Grapple pins weapon arm, and twists it severely.
grapple	right_arm	8	40		0	8	0	0	0	0	0	0	0	0	2			^Weapon arm grappled, twisted until it breaks.
grapple	left_hand	1	5		0	0	0	0	0	0	0	0	0	0	0			^Loose wrist lock.
grapple	left_hand	2	10		0	0	0	0	0	0	0	0	0	0	0			^Solid wrist lock but .*? slips away.
grapple	left_hand	3	15		0	1	0	0	0	0	0	0	0	0	0			^Hard pull to the hand hurts but not much else.
grapple	left_hand	4	20	prone	0	2	0	0	0	0	0	0	0	0	0			^Finger and wrist grappled, twists hand.
grapple	left_hand	5	25	prone	0	3	0	0	0	0	0	0	0	0	1			^Strong wrist lock, tendons strained.
grapple	left_hand	6	30	prone	0	4	0	0	0	0	0	0	0	0	1			^Hand twists painfully behind the back as .*? is thrown forward.
grapple	left_hand	7	35	prone	0	5	0	0	0	0	0	0	0	0	1			^(?:.*? l|L)eft hand (?:is )?wrenched hard as .*? is thrown to the ground.
grapple	left_hand	8	40	prone	0	6	0	0	0	0	0	0	0	0	1			^Fingers dislocated and snap like twigs.
grapple	left_hand	9	45	prone	0	7	0	0	0	0	0	0	0	0	2			^Hand crushed by massive grapple, that had to hurt.
grapple	right_hand	7	35	prone	0	5	0	0	0	0	0	0	0	0	1			^(?:.*? r|R)ight hand (?:is )?wrenched hard as .*? is thrown to the ground.
grapple	left_leg	1	5		0	0	0	0	0	0	0	0	0	0	0			^Slight leg hold.
grapple	left_leg	2	10		0	1	0	0	0	0	0	0	0	0	0			^Leg grapple, twisted ankle but .*? is not knocked down.
grapple	left_leg	3	15	prone	0	3	0	0	0	0	0	0	0	0	1			^Leg sweep keeps .*? feet overhead.
grapple	left_leg	4	20	prone	0	5	0	0	0	0	0	0	0	0	1			^Tough leg grapple followed by a .snap. in the left leg.
grapple	left_leg	5	25	prone	0	7	0	0	0	0	0	0	0	0	1			^Solid leg grapple, pulls muscles to their limits.
grapple	left_leg	6	30	prone	0	9	0	0	0	0	0	0	0	0	1			^Leg grappled, knee .pops. audibly.
grapple	left_leg	7	35	prone	0	11	0	0	0	0	0	0	0	0	1			^(?:.*? l|L)eft leg (?:is )?wrenched hard as .*? is thrown to the ground.
grapple	left_leg	8	40	prone	0	13	0	0	0	0	0	0	0	0	2			^Leg grapple snaps left leg in several places
grapple	left_leg	9	55	prone	0	15	0	0	0	0	0	0	0	0	2			^Leg twisted at hideous angle, snaps in several places.
grapple	right_leg	4	20	prone	0	5	0	0	0	0	0	0	0	0	1			^Tough leg grapple followed by a .snap. in the right leg.
grapple	right_leg	7	35	prone	0	11	0	0	0	0	0	0	0	0	1			^(?:.*? r|R)ight leg (?:is )?wrenched hard as .*? is thrown to the ground.
grapple	right_leg	8	40	prone	0	13	0	0	0	0	0	0	0	0	2			^Leg grapple snaps right leg in several places
impact	head	0	0		0	0	0	0	0	0	0	0	0	0	0			^Blow grazes cheek.
impact	head	1	5		0	0	0	0	0	0	0	0	0	0	1			^Brushing blow to temple.
impact	head	2	10		0	1	0	0	0	0	0	0	0	0	2			^Strike to head breaks cheekbone.
impact	head	3	15		0	4	0	0	0	0	0	0	0	0	2			^Nice blow to head.
impact	head	4	20		0	8	0	0	0	0	0	0	0	0	3			^Good blow to head.
impact	head	5	25		1	0	0	0	0	0	0	0	0	0	3			^Strong shot to head messes up brain fatally.
impact	head	6	30		1	0	0	0	0	0	0	0	0	0	3			^Hard blow to temple scrambles brain.
impact	head	7	35		1	0	0	0	0	0	0	0	0	0	3			^Massive blow to temple drops .*? in .*? tracks.
impact	head	8	45		1	0	0	0	0	0	0	0	0	0	3			^Strike to temple cracks skull open.
impact	head	9	50		1	0	0	0	0	0	0	0	0	0	3			^Blow to head removes skull.
impact	neck	0	0		0	0	0	0	0	0	0	0	0	0	0			^Blow just brushes neck.
impact	neck	1	2		0	0	0	0	0	0	0	0	0	0	1			^Blow grazes neck lightly.
impact	neck	2	5		0	1	0	0	0	0	0	0	0	0	2			^Blow to neck tears tissue.
impact	neck	3	15		0	3	0	0	0	0	0	0	0	0	3			^Nice blow to neck.
impact	neck	4	12		0	6	0	0	0	0	0	0	0	0	3			^Good blow to neck.
impact	neck	5	15		1	0	0	0	0	0	0	0	0	0	3			^Strong blow breaks neck.
impact	neck	6	20		1	0	0	0	0	0	0	0	0	0	3			^Hard blow to neck loosens head on shoulders.
impact	neck	7	25		1	0	0	0	0	0	0	0	0	0	3			^Massive blow to neck snaps it.
impact	neck	8	30		1	0	0	0	0	0	0	0	0	0	3			^Blow shatters bones in .*? neck leaving .*? head hanging loosely.
impact	neck	9	40		1	0	0	0	0	0	0	0	0	0	3			^Strike to .*? throat removes it.
impact	left_eye	0	0		0	0	0	0	0	0	0	0	0	0	0			^Strike catches eyebrow narrowly missing left eye.
impact	left_eye	1	1		0	0	0	0	0	0	0	0	0	0	1			^Strike hits close to the left eye.
impact	left_eye	2	3		0	1	0	0	0	0	0	0	0	0	1			^Blow connects right below left eye.
impact	left_eye	3	5		0	3	0	0	0	0	0	0	0	0	2			^Glancing blow to left eye scratches cornea.
impact	left_eye	4	10		0	5	0	0	0	0	0	0	0	0	2			^Blow to the eye swells it shut.
impact	left_eye	5	15		0	10	0	0	0	0	0	0	0	0	3			^Blow to left eye destroys it.
impact	left_eye	6	20		0	12	0	0	0	0	0	0	0	0	3			^Hard strike to left eye pops it.
impact	left_eye	7	40		1	0	0	0	0	0	0	0	0	0	3	head	3	^Massive blow to left eye sending bone back into the brain.
impact	left_eye	8	45		0	16	0	0	0	0	0	0	0	0	3			^Poke to the left eye continues into the brain.
impact	left_eye	9	50		1	0	0	0	0	0	0	0	0	0	3	head	3	^Hard strike removes the left eye and a goodly bit of skull.
impact	right_eye	0	0		0	0	0	0	0	0	0	0	0	0	0			^Strike catches eyebrow narrowly missing right eye.
impact	right_eye	1	1		0	0	0	0	0	0	0	0	0	0	1			^Strike hits close to the right eye.
impact	right_eye	2	3		0	1	0	0	0	0	0	0	0	0	1			^Blow connects right below right eye.
impact	right_eye	3	5		0	3	0	0	0	0	0	0	0	0	2			^Glancing blow to right eye scratches cornea.
impact	right_eye	5	15		0	10	0	0	0	0	0	0	0	0	3			^Blow to right eye destroys it.
impact	right_eye	6	20		0	12	0	0	0	0	0	0	0	0	3			^Hard strike to right eye pops it.
impact	right_eye	7	40		1	0	0	0	0	0	0	0	0	0	3	head	3	^Massive blow to right eye sending bone back into the brain.
impact	right_eye	8	45		1	0	0	0	0	0	0	0	0	0	3	head	3	^Poke to the right eye continues into the brain.
impact	right_eye	9	50		1	0	0	0	0	0	0	0	0	0	3	head	3	^Hard strike removes the right eye and a goodly bit of skull.
impact	chest	0	0		0	0	0	0	0	0	0	0	0	0	0			^Strike connects lightly with chest.
impact	chest	1	3		0	0	0	0	0	0	0	0	0	0	1			^Light strike to chest.
impact	chest	2	5		0	0	0	0	0	0	0	0	0	0	1			^Strike glances off the chest.
impact	chest	3	15		0	1	0	0	0	0	0	0	0	0	1			^Nice blow to chest.
impact	chest	4	20		0	3	0	0	0	0	0	0	0	0	2			^Good blow to chest.
impact	chest	5	25		0	5	0	0	0	0	0	0	0	0	2			^Strong blow to chest.
impact	chest	6	35		0	6	0	0	0	0	0	0	0	0	3			^Hard blow to chest breaking ribs.
impact	chest	7	50		0	8	0	0	0	0	0	0	0	0	3			^Massive blow to chest collapses sternum.
impact	chest	8	60		0	10	0	0	0	0	0	0	0	0	3			^Blow to chest frees a rib to spear a lung and heart.
impact	chest	9	70		1	0	0	0	0	0	0	0	0	0	3			^Strike to chest causes a large gaping hole.
impact	abdomen	0	0		0	0	0	0	0	0	0	0	0	0	0			^Pathetic attack to the abdomen.
impact	abdomen	1	5		0	0	0	0	0	0	0	0	0	0	1			^Blow connects with abdomen.
impact	abdomen	2	10		0	0	0	0	0	0	0	0	0	0	1			^Light strike to abdomen.
impact	abdomen	3	15		0	1	0	0	0	0	0	0	0	0	2			^Nice blow to abdomen.
impact	abdomen	4	20		0	3	0	0	0	0	0	0	0	0	2			^Good blow to the abdomen.
impact	abdomen	5	25		0	5	0	0	0	0	0	0	0	0	2			^Strong blow to abdomen.
impact	abdomen	6	35		0	6	0	0	0	0	0	0	0	0	3			^Hard blow to abdomen looks painful.
impact	abdomen	7	50		0	8	0	0	0	0	0	0	0	0	3			^Massive blow to abdomen.
impact	abdomen	8	60		1	0	0	0	0	0	0	0	0	0	3			^Strike to abdomen ruptures internal organs.
impact	abdomen	9	70		1	0	0	0	0	0	0	0	0	0	3			^Blow to abdomen breaks .*? almost in two.
impact	back	0	0		0	0	0	0	0	0	0	0	0	0	0			^Strike brushes back.
impact	back	1	5		0	0	0	0	0	0	0	0	0	0	1			^Blow to back connects lightly.
impact	back	2	10		0	0	0	0	0	0	0	0	0	0	1			^Light blow to back.
impact	back	3	15		0	1	0	0	0	0	0	0	0	0	1			^Nice blow to back.
impact	back	4	20		0	3	0	0	0	0	0	0	0	0	2			^Good blow to back.
impact	back	5	25		0	5	0	0	0	0	0	0	0	0	2			^Strong blow to back.
impact	back	6	35		0	6	0	0	0	0	0	0	0	0	3			^Hard blow to .*? back causes .*? to cry out in pain.
impact	back	7	50	prone	0	8	0	0	0	0	0	0	0	0	3			^Massive blow to back separates vertebrae.
impact	back	8	60		1	0	0	0	0	0	0	0	0	0	3	nerves	3	^Blow to back crushes spinal column.
impact	back	9	70		1	0	0	0	0	0	0	0	0	0	3	nerves	3	^Blow to back removes the spinal column.
impact	left_arm	0	0		0	0	0	0	0	0	0	0	0	0	0			^Blow reddens skin on the left arm.
impact	left_arm	1	5		0	0	0	0	0	0	0	0	0	0	1			^Blow grazes left arm lightly.
impact	left_arm	2	7		0	0	0	0	0	0	0	0	0	0	1			^Light blow to left arm.
impact	left_arm	3	8		0	1	0	0	0	0	0	0	0	0	1			^Nice blow to left arm.
impact	left_arm	4	10		0	2	0	0	0	0	0	0	0	0	2			^Good blow to left arm.
impact	left_arm	5	15		0	3	0	0	0	0	0	0	0	0	2			^Strong blow to left arm breaks it.
impact	left_arm	6	20		0	5	0	0	0	0	0	0	0	0	2			^Hard strike to left arm breaking tendons and bone.
impact	left_arm	7	25		0	6	1	0	0	0	0	0	0	0	3			^Massive blow removes .*? left forearm at the elbow.
impact	left_arm	8	35		0	8	1	0	0	0	0	0	0	0	3			^Left arm is torn from shoulder.
impact	left_arm	9	40		0	10	1	0	0	0	0	0	0	0	3			^Every bone in the left arm shattered and scattered about.
impact	right_arm	0	0		0	0	0	0	0	0	0	0	0	0	0			^Blow reddens skin on the right arm.
impact	right_arm	1	5		0	0	0	0	0	0	0	0	0	0	1			^Blow grazes right arm lightly.
impact	right_arm	2	7		0	0	0	0	0	0	0	0	0	0	1			^Light blow to right arm.
impact	right_arm	3	8		0	1	0	0	0	0	0	0	0	0	1			^Nice blow to right arm.
impact	right_arm	4	10		0	2	0	0	0	0	0	0	0	0	2			^Good blow to right arm.
impact	right_arm	5	15		0	3	0	0	0	0	0	0	0	0	2			^Strong blow to right arm breaks it.
impact	right_arm	6	20		0	5	0	0	0	0	0	0	0	0	2			^Hard strike to right arm breaking tendons and bone.
impact	right_arm	7	25		0	6	1	0	0	0	0	0	0	0	3			^Massive blow removes .*? right forearm at the elbow.
impact	right_arm	8	35		0	8	1	0	0	0	0	0	0	0	3			^Right arm is torn from shoulder.
impact	right_arm	9	40		0	10	1	0	0	0	0	0	0	0	3			^Every bone in the right arm shattered and scattered about.
impact	left_hand	0	0		0	0	0	0	0	0	0	0	0	0	0			^Fingernail chipped on left hand.
impact	left_hand	1	1		0	0	0	0	0	0	0	0	0	0	1			^Stubs left hand finger.
impact	left_hand	2	3		0	0	0	0	0	0	0	0	0	0	1			^Brushing blow to left hand.
impact	left_hand	3	5		0	0	0	0	0	0	0	0	0	0	1			^Nice blow to left hand.
impact	left_hand	4	7		0	1	0	0	0	0	0	0	0	0	2			^Good blow to left hand.
impact	left_hand	5	8		0	2	0	0	0	0	0	0	0	0	2			^Strong blow to left hand breaks it.
impact	left_hand	6	10		0	3	0	0	0	0	0	0	0	0	2			^Hard blow to(?: the)? left hand breaking bones.
impact	left_hand	7	15		0	4	1	0	0	0	0	0	0	0	3			^Massive blow to left hand crushing it to pulp.
impact	left_hand	8	25		0	5	1	0	0	0	0	0	0	0	3			^Blow removes .*? left hand neatly.
impact	left_hand	9	30		0	7	1	0	0	0	0	0	0	0	3			^Impact removes the left hand in a spray of red mist.
impact	right_hand	0	0		0	0	0	0	0	0	0	0	0	0	0			^Fingernail chipped on right hand.
impact	right_hand	1	1		0	0	0	0	0	0	0	0	0	0	1			^Stubs right hand finger.
impact	right_hand	2	3		0	0	0	0	0	0	0	0	0	0	1			^Brushing blow to right hand.
impact	right_hand	3	5		0	0	0	0	0	0	0	0	0	0	1			^Nice blow to right hand.
impact	right_hand	4	7		0	1	0	0	0	0	0	0	0	0	2			^Good blow to right hand.
impact	right_hand	5	8		0	2	0	0	0	0	0	0	0	0	2			^Strong blow to right hand breaks it.
impact	right_hand	6	10		0	3	0	0	0	0	0	0	0	0	2			^Hard blow to right hand breaking bones.
impact	right_hand	7	15		0	4	1	0	0	0	0	0	0	0	3			^Massive blow to right hand crushing it to pulp.
