coord	label	command	category
2524,2381	bristle nervous	bristle nervous	5
2524,2382	bristle anxious	bristle anxious	5
2524,2383	bristle excited	bristle excited	5
2524,2384	bristle impatient	bristle impatient	5
2524,2385	bristle satisfied	bristle satisfied	5
2524,2386	bristle proud	bristle proud	5
2524,2387	bristle happy	bristle happy	5
2524,2388	bristle self	bristle self	5
2524,2389	fall	fall	0
2524,2390	stumble	stumble	0
2524,2391	bark loud	bark loud	5
2524,2392	bark angry	bark angry	5
2524,2393	bark happy	bark happy	5
2524,2394	bark hello	bark hello	5
2524,2395	bark bye	bark bye	5
2524,2396	bark fear	bark fear	5
2524,2397	bark pain	bark pain	5
2524,2398	bark no	bark no	5
2524,2399	bark yes	bark yes	5
2524,2400	bark laugh	bark laugh	5
2524,2401	bark joy	bark joy	5
2524,2402	bark pleasure	bark pleasure	5
2524,2403	bark proud	bark proud	5
2524,2404	bark self	bark self	5
2524,2407	draw @	draw @	0
2524,2408	dip @	dip @	5_roleplay
2524,2409	roar	roar	0
2524,2410	clench @	clench #	5_RP
2524,2411	knock on @	knock #	5_RP
2524,2412	sniff	smell	0
2524,2413	disarm @	disarm @	0
2524,2414	tear @	tear #	5_RP
2524,2415	water @	water @	0
2524,2416	prune @	prune @	0
2524,2422	shuffle your feet	shuffle	0
2524,2423	exhale @ at %	exhale @ at %	5_roleplay
2524,2424	shuffle east	shuffle east	4
2524,2425	shuffle west	shuffle west	4
2524,2426	duck	duck	0
2524,2428	cut @	cut #	3
2524,2429	song @	song @	0
2524,2430	sing @	sing @	0
2524,2431	gobble	gobble	0
2524,2437	assume @	assume @	0
2524,2438	listen	listen	0
2524,2439	paint @	paint #	5_RP
2524,2440	point % at @	point % at @	3
2524,2441	show % to @	show % to #	2
2524,2442	whistle	whistle	0
2524,2443	wink	wink	0
2524,2445	snap your fingers	snap	0
2524,2446	shout @	shout @	5_roleplay
2524,2449	snort	snort	0
2524,2452	sing to	_dialog # sing	9
2524,2453	recite to	_dialog # recite	9
2524,2454	pluck @	pluck #	5_RP
2524,2455	break @	break #	3
2524,2457	stab @ head	stab # head	3
2524,2458	stab @ neck	stab # neck	3
2524,2459	stab @ right arm	stab # right arm	3
2524,2460	stab @ left arm	stab # left arm	3
2524,2461	stab @ right leg	stab # right leg	3
2524,2462	stab @ left leg	stab # left leg	3
2524,2463	stab @ right hand	stab # right hand	3
2524,2464	stab @ left hand	stab # left hand	3
2524,2465	stab @ chest	stab # chest	3
2524,2466	stab @ abdomen	stab # abdomen	3
2524,2467	stab @ back	stab # back	3
2524,2468	stab @ right eye	stab # right eye	3
2524,2469	stab @ left eye	stab # left eye	3
2524,2470	kneel	kneel	0
2524,2471	grovel	grovel	0
2524,2472	dance	dance	0
2524,2473	grovel @	grovel #	5_RP
2524,2474	wave % at @	wave #	3
2524,2475	tell @ %	tell # %	1
2524,2476	spellsong renewal	renew	0
2524,2480	think	think	0
2524,2481	act puzzled	puzzle	0
2524,2486	offer my coffer to @	offer my coffer to @	0
2524,2487	give % to @	give % to #	8
2524,2489	grind % in @	grind % in #	3
2524,2490	purr	purr	0
2524,2493	sigil @	sigil @	0
2524,2494	sigil of intimidation @	sigil of intimidation #	6
2524,2495	sneer	sneer	0
2524,2496	preen	preen	0
2524,2497	preen @	preen #	5_RP
2524,2498	appear frustrated	thump	0
2524,2505	leer @	leer #	5_roleplay
2524,2508	sleep @	sleep #	5_roleplay
2524,2509	snore @	snore #	5_roleplay
2524,2510	wake @	wake #	5_roleplay
2524,2511	sleep	sleep	0
2524,2512	snore	snore	0
2524,2513	wake	wake	0
2524,2514	grieve	grieve	5_roleplay
2524,2515	grieve @	grieve #	5_roleplay
2524,2516	carve #	carve %	3
2524,2517	.society @	.society #	12_host
2524,2518	.society @ task	.society # task	12_host
2524,2519	beg @	beg #	5_RP
2524,2520	pray @	pray_to @	5_roleplay
2524,2521	pray @	pray @	5_roleplay
2524,2524	COMMUNE	commune @	0
2524,2525	shake % at @	shake % at @	5_roleplay
2524,2526	wrap	wrap	5
2524,2544	analyze @	analyze #	1
2524,2545	curtsy	curtsy	0
2524,2546	applaud @	applaud @	0
2524,2549	deposit ore	smelt deposit	2
2524,2550	sit down	sit	0
2524,2551	play help	play	0
2524,2552	meditate	meditate	0
2524,2553	ponder	ponder	0
2524,2554	sob	sob	0
2524,2556	confirm	push_confirm	3
2524,2557	panic	panic	0
2524,2558	salute @	salute #	5_RP
2524,2559	bounce	bounce	0
2524,2564	jab @	jab #	6
2524,2565	grapple @	grapple #	6
2524,2566	symbol of diminishment @	symbol of diminishment #	6_voln
2524,2567	symbol of sleep @	symbol of sleep #	6_voln
2524,2568	symbol of turning @	symbol of turning #	6_voln
2524,2569	smite @	smite #	6
2524,2570	snarl	snarl	0
2524,2571	pry @	pry #	5_RP
2524,2575	snap fingers at @	snap #	5_RP
2524,2576	pose	pose	0
2524,2586	bark	bark	0
2524,2587	unload @	unload #	3
2524,2588	stomp	stomp	5_roleplay
2524,2589	rest	rest	0
2524,2590	yell @	yell #	0
2524,2591	sashay	sashay	0
2524,2594	dance at @	dance #	5_roleplay
2524,2595	pose at @	pose #	5_roleplay
2524,2596	infuse at @	infuse #	5_roleplay
2524,2608	redeem @	redeem #	3_redeem
2524,2609	whine	whine	0
2524,2610	stomp @	stomp #	5_roleplay
2524,2615	spell all	_spell _spell_arcane	0
2524,2616	swoon	swoon	0
2524,2617	score	score	0
2524,2618	sense	sense	0
2524,2619	multistrike (jab)	mstrike jab #	6_focused multistrike
2524,2620	multistrike (punch)	mstrike punch #	6_focused multistrike
2524,2621	multistrike (grapple)	mstrike grapple #	6_focused multistrike
2524,2622	multistrike (kick)	mstrike kick #	6_focused multistrike
2524,2623	whimper	whimper	0
2524,2624	stride	stride	0
2524,2625	bob @	bob #	5_RP
2524,2626	row	row	0
2524,2627	extract @	extract #	3
2524,2628	approximate your weight	weight	0
2524,2629	leave	leave	0
2524,2630	squirm	squirm	0
2524,2631	gag	gag	0
2524,2632	infuse	infuse	0
2524,2634	sashay towards @	sashay #	5_RP
2524,2635	squeal	squeal	0
2524,2636	gnash teeth	gnash	0
2524,2637	dismiss	dismiss	0
2524,2641	brush	brush	0
2524,2642	brush @	brush #	5_RP
2524,2643	stretch	stretch	0
2524,2644	chant	chant	0
2524,2645	shrug	shrug	0
2524,2646	gasp	gasp	0
2524,2653	clutch @	clutch #	5_roleplay
2524,2658	weave @	weave #	0
2524,2659	weave % with @	weave % with @	0
2524,2660	tuck @	tuck #	5_roleplay
2524,2661	untuck @	untuck #	5_roleplay
2524,2662	place @	place #	2
2524,2663	place %	place right	2
2524,2664	place %	place left	2
2524,2665	stretch @	stretch #	5_roleplay
2524,2666	hang @	hang #	5_RP
2524,2667	hang @	hang #	5_roleplay
2524,2668	hold @	hold #	5_roleplay
2524,2669	surrender @	surrender #	5_roleplay
2524,2670	place feet @	place feet #	2
2524,2671	spell all	_spell _spell_lostart	0
2524,4066	twitch at @	twitch #	5_RP
2524,4587	lie down	lie	0
2524,6317	policy report	policy report @	1
2524,11665	armor support @	armor support #	6_armor specializations
2524,11666	armored evasion @	armor evasion #	6_armor specializations
2524,11667	armored casting @	armor casting #	6_armor specializations
2524,11668	armored fluidity @	armor fluidity #	6_armor specializations
2524,11669	armored stealth @	armor stealth #	6_armor specializations
2524,11670	armor reinforcement @	armor reinforcement #	6_armor specializations
2524,11671	armor blessing @	armor blessing #	6_armor specializations
2524,11731	charge @	weapon charge #	6_weapon techniques
2524,11732	fury @	weapon fury #	6_weapon techniques
2524,11733	twin hammerfists @	weapon twinhammer #	6_weapon techniques
2524,11734	clash @	weapon clash #	6_weapon techniques
2524,11735	spin kick @	weapon spinkick #	6_weapon techniques
2524,11736	dizzying swing @	weapon dizzyingswing #	6_weapon techniques
2524,11737	clobber @	weapon clobber #	6_weapon techniques
2524,11738	pummel @	weapon pummel #	6_weapon techniques
2524,11739	pulverize @	weapon pulverize #	6_weapon techniques
2524,11740	cripple @	weapon cripple #	6_weapon techniques
2524,11741	riposte @	weapon riposte #	6_weapon techniques
2524,11742	flurry @	weapon flurry #	6_weapon techniques
2524,11743	whirling blade @	weapon wblade #	6_weapon techniques
2524,11744	guardant thrusts @	weapon gthrusts #	6_weapon techniques
2524,11745	cyclone @	weapon cyclone #	6_weapon techniques
2524,11746	radial sweep @	weapon radialsweep #	6_weapon techniques
2524,11747	reactive shot @	weapon reactiveshot #	6_weapon techniques
2524,11748	pin down @	weapon pindown #	6_weapon techniques
2524,11749	barrage @	weapon barrage #	6_weapon techniques
2524,11750	volley @	weapon volley #	6_weapon techniques
2524,11751	overpower @	weapon overpower #	6_weapon techniques
2524,11752	thrash @	weapon thrash #	6_weapon techniques
2524,11753	reverse strike @	weapon reversestrike #	6_weapon techniques
2524,11754	whirlwind @	weapon whirlwind #	6_weapon techniques
2524,12072	pick @ with %	pick # with %	3
2524,12073	wait	wait	0
2524,12123	breathe @	breathe #	5_RP
2524,12124	watch	watch	0
2524,12125	gulp	gulp	0
2524,12126	mumble	mumble	0
2524,12180	tinker @	tinker #	5_roleplay
2524,12329	eviscerate @	cman eviscerate #	6_combat maneuvers
2524,12330	vault kick @	cman vaultkick #	6_combat maneuvers
2524,12331	bearhug @	cman bearhug #	6_combat maneuvers
2524,12332	dirtkick @	cman dirtkick #	6_combat maneuvers
2524,12333	shield bash @	cman sbash #	6_combat maneuvers
2524,12334	leap attack @	cman leapattack #	6_combat maneuvers
2524,12335	retreat @	cman retreat #	6_combat maneuvers
2524,12336	mighty blow @	cman mblow #	6_combat maneuvers
2524,12337	sunder shield @	cman sunder #	6_combat maneuvers
2524,12338	disarm weapon @	cman disarm #	6_combat maneuvers
2524,12339	sweep @	cman sweep #	6_combat maneuvers
2524,12340	feint @	cman feint #	6_combat maneuvers
2524,12341	hamstring @	cman hamstring #	6_combat maneuvers
2524,12342	headbutt @	cman headbutt #	6_combat maneuvers
2524,12343	tackle @	cman tackle #	6_combat maneuvers
2524,12344	haymaker @	cman haymaker #	6_combat maneuvers
2524,12345	mug @	cman mug #	6_combat maneuvers
2524,12346	garrote @	cman garrote #	6_combat maneuvers
2524,12347	subdue @	cman subdue #	6_combat maneuvers
2524,12348	stun maneuvers @	cman stunman #	6_combat maneuvers
2524,12349	cheapshots @	cman cheapshots #	6_combat maneuvers
2524,12350	groin kick @	cman gkick #	6_combat maneuvers
2524,12351	exsanguinate @	cman exsanguinate #	6_combat maneuvers
2524,12352	footstomp @	cman footstomp #	6_combat maneuvers
2524,12353	berserk @	cman berserk #	6_combat maneuvers
2524,12354	nosetweak @	cman nosetweak #	6_combat maneuvers
2524,12355	templeshot @	cman templeshot #	6_combat maneuvers
2524,12356	kneebash @	cman kneebash #	6_combat maneuvers
2524,12357	spin attack @	cman sattack #	6_combat maneuvers
2524,12358	sucker punch @	cman spunch #	6_combat maneuvers
2524,12359	crowd press @	cman cpress #	6_combat maneuvers
2524,12360	coup de grace @	cman coupdegrace #	6_combat maneuvers
2524,12361	eyepoke @	cman eyepoke #	6_combat maneuvers
2524,12362	true strike @	cman truestrike #	6_combat maneuvers
2524,12363	bull rush @	cman bullrush #	6_combat maneuvers
2524,12364	surge of strength @	cman surge #	6_combat maneuvers
2524,12365	staggering blow @	cman sblow #	6_combat maneuvers
2524,12366	trip @	cman trip #	6_combat maneuvers
2524,12367	dust shroud @	cman shroud #	6_combat maneuvers
2524,12368	cutthroat @	cman cutthroat #	6_combat maneuvers
2524,12369	divert @	cman divert #	6_combat maneuvers
2524,12370	throatchop @	cman throatchop #	6_combat maneuvers
2524,12371	burst of swiftness @	cman burst #	6_combat maneuvers
2524,12372	swiftkick @	cman swiftkick #	6_combat maneuvers
2524,12373	internal power @	cman ipower #	6_combat maneuvers
2524,12374	ki focus @	cman kifocus #	6_combat maneuvers
2524,12375	spell cleave @	cman scleave #	6_combat maneuvers
2524,12376	spell thieve @	cman sthieve #	6_combat maneuvers
2524,12377	dislodge @	cman dislodge #	6_combat maneuvers
2524,12378	dismount	dismount	0
2524,12379	swoon @	swoon #	5_RP
2524,12380	babble	babble	0
2524,12411	wince	wince	0
2524,12412	giggle	giggle	0
2524,12413	twitch	twitch	0
2524,12414	simper	simper	0
2524,12415	attend to @	attend #	5_RP
2524,12416	gawk	gawk	0
2524,12417	growl	growl	0
2524,12418	hiss	hiss	0
2524,12419	imitate	imitate_link_bleat	5
2524,12420	splash	splash	0
2524,12421	lower @	lower #	5_roleplay
2524,12448	blanch	blanch	0
2524,12449	pout	pout	0
2524,12450	approve	approve	0
2524,12451	smirk	smirk	0
2524,12452	fly	fly	4
2524,12453	transfer @	transfer #	8
2524,12481	hum	hum	0
2524,12482	dispel magic @	feat dispelmagic #	6_feats
2524,12483	absorb magic @	feat absorbmagic #	6_feats
2524,12484	mystic strike @	feat mysticstrike #	6_feats
2524,12485	shadow dance @	feat shadowdance #	6_feats
2524,12486	silent strike @	feat silentstrike #	6_feats
2524,12487	vanish @	feat vanish #	6_feats
2524,12488	covert art: sidestep @	feat sidestep #	6_feats
2524,12489	covert art: escape artist @	feat escapeartist #	6_feats
2524,12490	covert art: throw poison @	feat throwpoison #	6_feats
2524,12495	grind @	grind @	3
2524,12496	sway	sway	0
2524,12517	shield bash @	shield bash #	6_shield specializations
2524,12518	shield charge @	shield charge #	6_shield specializations
2524,12519	shield push @	shield push #	6_shield specializations
2524,12520	shield pin @	shield pin #	6_shield specializations
2524,12521	shield throw @	shield throw #	6_shield specializations
2524,12522	shield mind @	shield mind #	6_shield specializations
2524,12523	shield strike @	shield strike #	6_shield specializations
2524,12524	shield trample @	shield trample #	6_shield specializations
2524,12525	minor bash @	shield minorbash #	6_shield specializations
2524,12526	steely resolve @	shield resolve #	6_shield specializations
2524,12527	face @ east	turn # east	3_Turn
2524,12528	face @ north	turn # north	3_Turn
2524,12529	face @ northeast	turn # northeast	3_Turn
2524,12530	face @ northwest	turn # northwest	3_Turn
2524,12531	face @ south	turn # south	3_Turn
2524,12532	face @ southeast	turn # southeast	3_Turn
2524,12533	face @ southwest	turn # southwest	3_Turn
2524,12534	face @ west	turn # west	3_Turn
2524,12554	dispel magic @	feat dispelmagic #	6_feats
2524,12555	absorb magic @	feat absorbmagic #	6_feats
2524,12556	mystic strike @	feat mysticstrike #	6_feats
2524,12557	shadow dance @	feat shadowdance #	6_feats
2524,12558	silent strike @	feat silentstrike #	6_feats
2524,12559	vanish @	feat vanish #	6_feats
2524,12560	covert art: sidestep @	feat sidestep #	6_feats
2524,12561	covert art: escape artist @	feat escapeartist #	6_feats
2524,12562	covert art: throw poison @	feat throwpoison #	6_feats
2524,12563	chastise @	feat chastise #	6_feats
2524,12574	shield bash @	shield bash #	6_shield specializations
2524,12575	shield charge @	shield charge #	6_shield specializations
2524,12576	shield push @	shield push #	6_shield specializations
2524,12577	shield pin @	shield pin #	6_shield specializations
2524,12578	shield throw @	shield throw #	6_shield specializations
2524,12579	shield mind @	shield mind #	6_shield specializations
2524,12580	shield strike @	shield strike #	6_shield specializations
2524,12581	shield trample @	shield trample #	6_shield specializations
2524,12582	minor bash @	shield minorbash #	6_shield specializations
2524,12583	steely resolve @	shield resolve #	6_shield specializations
2524,12584	eviscerate @	cman eviscerate #	6_combat maneuvers
2524,12585	vault kick @	cman vaultkick #	6_combat maneuvers
2524,12586	bearhug @	cman bearhug #	6_combat maneuvers
2524,12587	dirtkick @	cman dirtkick #	6_combat maneuvers
2524,12588	shield bash @	cman sbash #	6_combat maneuvers
2524,12589	leap attack @	cman leapattack #	6_combat maneuvers
2524,12590	retreat @	cman retreat #	6_combat maneuvers
2524,12591	mighty blow @	cman mblow #	6_combat maneuvers
2524,12592	sunder shield @	cman sunder #	6_combat maneuvers
2524,12593	disarm weapon @	cman disarm #	6_combat maneuvers
2524,12594	sweep @	cman sweep #	6_combat maneuvers
2524,12595	feint @	cman feint #	6_combat maneuvers
2524,12596	hamstring @	cman hamstring #	6_combat maneuvers
2524,12597	headbutt @	cman headbutt #	6_combat maneuvers
2524,12598	tackle @	cman tackle #	6_combat maneuvers
2524,12599	haymaker @	cman haymaker #	6_combat maneuvers
2524,12600	mug @	cman mug #	6_combat maneuvers
2524,12601	garrote @	cman garrote #	6_combat maneuvers
2524,12602	subdue @	cman subdue #	6_combat maneuvers
2524,12603	stun maneuvers @	cman stunman #	6_combat maneuvers
2524,12604	cheapshots @	cman cheapshots #	6_combat maneuvers
2524,12605	groin kick @	cman gkick #	6_combat maneuvers
2524,12606	exsanguinate @	cman exsanguinate #	6_combat maneuvers
2524,12607	footstomp @	cman footstomp #	6_combat maneuvers
2524,12608	berserk @	cman berserk #	6_combat maneuvers
2524,12609	nosetweak @	cman nosetweak #	6_combat maneuvers
2524,12610	templeshot @	cman templeshot #	6_combat maneuvers
2524,12611	kneebash @	cman kneebash #	6_combat maneuvers
2524,12612	spin attack @	cman sattack #	6_combat maneuvers
2524,12613	sucker punch @	cman spunch #	6_combat maneuvers
2524,12614	crowd press @	cman cpress #	6_combat maneuvers
2524,12615	coup de grace @	cman coupdegrace #	6_combat maneuvers
2524,12616	eyepoke @	cman eyepoke #	6_combat maneuvers
2524,12617	true strike @	cman truestrike #	6_combat maneuvers
2524,12618	bull rush @	cman bullrush #	6_combat maneuvers
2524,12619	surge of strength @	cman surge #	6_combat maneuvers
2524,12620	staggering blow @	cman sblow #	6_combat maneuvers
2524,12621	trip @	cman trip #	6_combat maneuvers
2524,12622	dust shroud @	cman shroud #	6_combat maneuvers
2524,12623	cutthroat @	cman cutthroat #	6_combat maneuvers
2524,12624	divert @	cman divert #	6_combat maneuvers
2524,12625	throatchop @	cman throatchop #	6_combat maneuvers
2524,12626	burst of swiftness @	cman burst #	6_combat maneuvers
2524,12627	swiftkick @	cman swiftkick #	6_combat maneuvers
2524,12628	internal power @	cman ipower #	6_combat maneuvers
2524,12629	ki focus @	cman kifocus #	6_combat maneuvers
2524,12630	spell cleave @	cman scleave #	6_combat maneuvers
2524,12631	spell thieve @	cman sthieve #	6_combat maneuvers
2524,12632	dislodge @	cman dislodge #	6_combat maneuvers
2524,12653	dispel magic @	feat dispelmagic #	6_feats
2524,12654	absorb magic @	feat absorbmagic #	6_feats
2524,12655	mystic strike @	feat mysticstrike #	6_feats
2524,12656	shadow dance @	feat shadowdance #	6_feats
2524,12657	silent strike @	feat silentstrike #	6_feats
2524,12658	vanish @	feat vanish #	6_feats
2524,12659	covert art: sidestep @	feat sidestep #	6_feats
2524,12660	covert art: escape artist @	feat escapeartist #	6_feats
2524,12661	covert art: throw poison @	feat throwpoison #	6_feats
2524,12662	chastise @	feat chastise #	6_feats
2524,12762	dispel magic @	feat dispelmagic #	6_feats
2524,12763	absorb magic @	feat absorbmagic #	6_feats
2524,12764	mystic strike @	feat mysticstrike #	6_feats
2524,12765	shadow dance @	feat shadowdance #	6_feats
2524,12766	silent strike @	feat silentstrike #	6_feats
2524,12767	vanish @	feat vanish #	6_feats
2524,12768	covert art: sidestep @	feat sidestep #	6_feats
2524,12769	covert art: escape artist @	feat escapeartist #	6_feats
2524,12770	covert art: throw poison @	feat throwpoison #	6_feats
2524,12771	chastise @	feat chastise #	6_feats
2524,12772	excoriate @	feat excoriate #	6_feats
2524,12773	mutter	mutter	0
2524,12774	cluck your tongue	scold	0
2524,12775	scold @	scold #	5_RP
2524,12776	panic @	panic #	5_RP
2524,12779	summon @	summon #	0
2524,12780	summon item @	summon item #	0
2524,12781	wail	wail	0
2524,12782	offer % to @	offer % to #	0
2524,12783	dance with @	dance #	5_RP
2524,12784	whisper @ about %	whisper # about %	9_questions
2524,12785	sense @	sense #	5_roleplay
