creature_id	category	name	as	as_raw	cs	cs_raw	note	type
earth_elemental	physical	Foot	422					
earth_elemental	physical	Heavy earthen fists	421					
ebon_swine	physical	Bite	158					
ebon_swine	physical	Charge	181					
eidolon	physical	Closed fist	248..307					
eidolon	warding_spell	Pain (711)						
eidolon	warding_spell	Curse (715)						
eidolon	warding_spell	Pestilence (716)						
eidolon	warding_spell	Torment (718)						
eidolon	warding_spell	Repel (fear)			251			
eidolon	warding_spell	Point			272			
elder_ghoul_master	physical	Claidhmore	128					
elder_tree_spirit	physical	Ensnare (attack)						
elder_tree_spirit	physical	Ensnare	182					
elder_tree_spirit	bolt_spell	Major Shock (910)	208..220					
elder_tree_spirit	warding_spell	Unbalance (110)			157..169			
elder_tree_spirit	offensive_spell	Earthen Fury (917)						
elder_tree_spirit	offensive_spell	Call Lightning (125)						
elder_tree_spirit	maneuver	Gesture						
emaciated_hierophant	physical	Espadon	331					
emaciated_hierophant	warding_spell	Unbalance			279			
emaciated_hierophant	offensive_spell	Sounds						
emaciated_hierophant	offensive_spell	Tangle Weed						
emaciated_hierophant	offensive_spell	Spike Thorn						
emaciated_hierophant	offensive_spell	Spirit Strike						
enormous_mosquito	physical	Dive	216					
enormous_mosquito	physical	(quarantine-recovered)	216					
enormous_mosquito	maneuver	Blood drain						
enormous_mosquito	maneuver	Dive						
enormous_rift_crawler	physical	Bite	449..461					
enormous_rift_crawler	physical	Charge (attack)	447					
enormous_rift_crawler	physical	Charge	459..475					
enormous_rift_crawler	maneuver	Burrow						
enormous_rift_crawler	maneuver	Tail slam						
enormous_rift_crawler	maneuver	Tail Swipe						
enormous_rift_crawler	maneuver	Shield Charge						
ethereal_mage_apprentice	physical	Hissing stream of acid	293					
ethereal_mage_apprentice	physical	Large boulder	261					
ethereal_mage_apprentice	physical	Polished black oak runestaff	288					
ethereal_mage_apprentice	physical	Roaring ball of fire	265					
ethereal_mage_apprentice	physical	Stream of fire	288					
ethereal_triton_psionicist	physical	Unarmed combat		390 UAF				
ethereal_triton_psionicist	bolt_spell	Telekinesis (1206)	365					
ethereal_triton_psionicist	bolt_spell	Astral Spear (1408)	365					
ethereal_triton_psionicist	warding_spell	Thought Lash (1210)			448			
ethereal_triton_psionicist	warding_spell	Vertigo (1219)			448			
ethereal_triton_psionicist	warding_spell	Mindwipe (1225)			448			
ethereal_triton_psionicist	warding_spell	Mana Burst (1414)			457			
ethereal_triton_psionicist	warding_spell	Jab			448			
ethereal_triton_psionicist	warding_spell	Lash			448			
ethereal_triton_psionicist	warding_spell	Claw Curse			460			
ethereal_triton_psionicist	maneuver	Claw Curse						
ethereal_triton_sentry	warding_spell	Dark Catalyst (719)			451..457			
ethereal_triton_sentry	warding_spell	Mana Disruption (702)			451..457			
ethereal_triton_sentry	warding_spell	Disintegrate (705)			451..457			
ethereal_triton_sentry	warding_spell	Mind Jolt (706)			451..457			
ethereal_triton_sentry	offensive_spell	Implosion (720)						
ethereal_triton_sentry	offensive_spell	Major Elemental Wave (435)						
ethereal_triton_sentry	maneuver	Claw Curse						
eyeless_black_valravn	physical	Talons	600..620					
eyeless_black_valravn	physical	Dagger-sharp beak	610..620					
eyeless_black_valravn	physical	Yellowed brittle bone cudgel	603					
eyeless_black_valravn	physical	?: Blow raises a welt	582					
eyeless_black_valravn	physical	Crush	614					
eyeless_black_valravn	physical	Huge black alloy greatsword	679					
eyeless_black_valravn	physical	Shining metallic spear	628..657					
eyeless_black_valravn	warding_spell	Yellowed brittle bone cudgel			404			
fallen_crusader	physical	Barbed tentacle	428..450					
fallen_crusader	physical	Gilt-edged steel talon sword	506..515					
fallen_crusader	physical	Gold-spiked black morning star	440..506					
fallen_crusader	warding_spell	Gilt-edged steel talon sword			411			
fallen_crusader	warding_spell	Gold-spiked black morning star			408			
fallen_crusader	maneuver	Charge						
fallen_crusader	maneuver	Feint						
fallen_crusader	maneuver	Shield Charge						
fallen_crusader	maneuver	Tail Swipe						
fallen_crusader	maneuver	Gesture						
fanged_goblin	physical	Handaxe	36..46					
fanged_goblin	physical	Spear	36..46					
fanged_goblin	physical	Unknown	36					
fanged_rodent	physical	Bite	44					
fanged_rodent	physical	Unknown	44					
fanged_viper	physical	Bite	68					
fanged_viper	physical	Unknown	68					
farlook	bolt_spell	Major Shock (910)	347					
farlook	bolt_spell	Hand of Tonis	347					
farlook	offensive_spell	Elemental Wave (410)						
farlook	offensive_spell	Call Wind (912)						
farlook	offensive_spell	Sandstorm (914)						
farlook	offensive_spell	Earthen Fury (917)						
farlook	special_ability	Lightning mote						
fenghai	physical	kris	146..173					
fenghai	physical	Freezing ball of pure cold	200					
fenghai	physical	Hissing stream of acid	206					
fenghai	physical	Large boulder	123					
fenghai	physical	Powerful lightning bolt	208					
fenghai	physical	Scimitar	209					
fenghai	physical	Small surge of electricity	202					
fenghai	physical	Stream of fire	167					
fenghai	physical	Fist	133					
fenghai	bolt_spell	Minor Acid (904)	167					
fenghai	bolt_spell	Major Cold (907)	160..167					
fenghai	bolt_spell	Major Fire (908)	178					
fenghai	bolt_spell	Minor Shock (901)	167					
fenghai	warding_spell	Point			145			
festering_taint	physical	Claw	370..408					
festering_taint	bolt_spell	Fire Spirit (111)	369					
festering_taint	warding_spell	Curse (715)			379			
festering_taint	warding_spell	Dark Catalyst (719)			379			
festering_taint	warding_spell	Disease (716)			379			
festering_taint	warding_spell	Disintegrate (705)			379			
festering_taint	warding_spell	Mind Jolt (706)			379			
festering_taint	warding_spell	Unbalance (110)			366			
festering_taint	warding_spell	Claw			367			
festering_taint	offensive_spell	Elemental Wave (410)						
festering_taint	offensive_spell	Grasp of the Grave (709)						
festering_taint	maneuver	Putrid Air						
festering_taint	maneuver	Point						
fire_ant	physical	Bite	41					
fire_ant	physical	Charge	51					
fire_ant	physical	Unknown	6					
fire_cat	physical	Claw	135..164					
fire_cat	physical	Bite	157..170					
fire_cat	special_ability	Pounce						
fire_elemental	physical	Ensnare	346					
fire_elemental	offensive_spell	Major Elemental Wave						
fire_giant	physical	War mattock	209..262					
fire_giant	bolt_spell	Major Fire (908)	200					
fire_giant	bolt_spell	Minor Fire (906)	200					
fire_guardian	physical	Closed fist	122..152					
fire_guardian	physical	Ensnare (attack)	152					
fire_guardian	physical	Charge (attack)	152					
fire_guardian	bolt_spell	Minor Fire (906)	124					
fire_guardian	bolt_spell	Major Fire (908)	124					
fire_mage	physical	Closed fist	115					
fire_mage	physical	Gnarled black staff	274					
fire_mage	bolt_spell	Major Fire (908)	311					
fire_mage	warding_spell	Earthen Fury						
fire_mage	warding_spell	Firestorm						
fire_mage	warding_spell	Sleep						
fire_mage	warding_spell	Tremors						
fire_mage	warding_spell	Weapon Fire						
fire_mage	warding_spell	Feras mattock			324			
fire_mage	maneuver	Fire Bolt						
fire_ogre	physical	Flail	245					
fire_ogre	bolt_spell	Major Fire (908)	167					
fire_rat	physical	Bite	139..169					
fire_rat	physical	Claw	169					
fire_salamander	physical	Bite	42					
fire_salamander	physical	Charge	52					
fire_salamander	physical	Claw	42					
fire_salamander	physical	Unknown	52					
fire_sprite	physical	Closed fist	294..327					
fire_sprite	bolt_spell	Major Fire						
fire_sprite	offensive_spell	Elemental Dispel						
firebird	physical	Claw (attack)	288..385					
firebird	physical	Bite (attack)	375					
firebird	physical	Impale (attack)	380					
firebird	physical	Beak	375					
firebird	physical	Roaring ball of fire	302					
firebird	physical	Sharp beak	381					
firebird	physical	Stream of fire	322					
firebird	bolt_spell	Major Fire (908)	302					
firebird	maneuver	Wing Buffet						
firebird	maneuver	Screech						
firebird	maneuver	Fire Mote						
firebird	maneuver	Drop						
firebird	maneuver	Fire flares						
firebird	maneuver	Dive						
firebird	maneuver	Ethereal Wave						
firebird	maneuver	Shield Bash						
firephantom	physical	Closed fist	77					
firephantom	bolt_spell	Minor Fire (906)	69					
firephantom	bolt_spell	Major Fire (908)	69					
firethorn_shoot	physical	Ensnare (attack)	244					
firethorn_shoot	physical	Stinger (attack)	254					
firethorn_shoot	physical	Stinger	254					
firethorn_shoot	offensive_spell	Tangleweed (610)						
flayed_gigas_disciple	physical	Gigantic hand	597					
flayed_gigas_disciple	physical	Skinless fist down	587					
flayed_gigas_disciple	bolt_spell	903	521					
flayed_gigas_disciple	warding_spell	1115			521			
flayed_gigas_disciple	warding_spell	719			535			
flayed_gigas_disciple	warding_spell	Point			517			
flayed_gigas_disciple	maneuver	Point						
flesh_golem	physical	Pound (double attack)	300					
flesh_golem	physical	Stomp	300					
flesh_golem	physical	Fist	230..304					
flesh_golem	maneuver	Noxious Cloud						
flesh_golem	maneuver	Twin Hammerfists						
flesh_golem	maneuver	Ground Slam						
flesh_golem	maneuver	Miasma						
flesh_golem	maneuver	Shield Bash						
flickering_mist_wreathed_banshee	physical	Bite	520					
flickering_mist_wreathed_banshee	physical	Kick	555					
flickering_mist_wreathed_banshee	warding_spell	Point			448			
flickering_mist_wreathed_banshee	offensive_spell	Curse (715)						
flickering_mist_wreathed_banshee	maneuver	Point						
flickering_mist_wreathed_banshee	special_ability	Dispel						
forest_bendith	physical	Scimitar	230..256					
forest_bendith	physical	Morning star	235..256					
forest_bendith	maneuver	Cheapshots#Eyepoke						
forest_ogre	physical	Closed fist	178					
forest_ogre	physical	Falchion	160..186					
forest_ogre	physical	Pound	178					
forest_ogre	physical	Stomp	178					
forest_ogre	maneuver	Tackle						
forest_ogre	maneuver	Pounce						
forest_trali	physical	Broadsword	244..274					
forest_trali	physical	Dart	298					
forest_trali_shaman	physical	Mace	271					
forest_trali_shaman	warding_spell	Bind (214)			224			
forest_trali_shaman	warding_spell	Calm (201)						
forest_trali_shaman	warding_spell	Silence (210)						
forest_trali_shaman	warding_spell	Unbalance (110)						
forest_trali_shaman	offensive_spell	Phoen's Strength (606)						
forest_trali_shaman	offensive_spell	Spirit Strike (117)						
forest_trali_shaman	offensive_spell	Spike Thorn (616)						
forest_trali_shaman	maneuver	Gesture						
forest_troll	physical	Cudgel	173..201					
forest_troll	physical	Scimitar	173					
forest_troll	physical	Bite	153					
forest_troll	physical	Claw	153					
forest_troll	physical	Dagger	173					
forest_troll	physical	Flail	173					
forest_troll	physical	Mace	173					
forest_troll	physical	War mattock	173					
forest_troll	physical	Unknown	201					
forest_troll	special_ability	Attack strength boost (howl)						
forest_troll	special_ability	Attack strength boost (snarl)						
frenzied_monk	bolt_spell	Major Cold (907)	174					
frenzied_monk	warding_spell	Cold Snap (512)			150			
frenzied_monk	offensive_spell	Bravery (211)						
frost_giant	physical	War hammer						
frost_giant	physical	Battle axe	251					
frost_giant	physical	Freezing ball of pure cold	204					
frost_giant	physical	Frost-covered battle-axe	244					
frost_giant	physical	Morning star	216					
frost_giant	bolt_spell	Major Cold (907)	177..222					
frost_giant	maneuver	Stomp						
frost_giant	special_ability	AS Boost						
frozen_corpse	physical	Ice Pick	282..286					
fulminating_stormborn_primordial	physical	Crackling Sparks	476					
fulminating_stormborn_primordial	bolt_spell	Cone of Elements (518)		???				
fulminating_stormborn_primordial	warding_spell	Elemental Strike (415)				???		
fulminating_stormborn_primordial	offensive_spell	Major Elemental Wave (435)						
fulminating_stormborn_primordial	offensive_spell	Call Wind (912)						
fulminating_stormborn_primordial	special_ability	Lightning Lash						
fulminating_stormborn_primordial	special_ability	Sundering Spark						
fulminating_stormborn_primordial	special_ability	Enervation Beam						
gaudy_phantasmic_conjurer	physical	Bite	520..547					
gaudy_phantasmic_conjurer	warding_spell	458 CS						
gaudy_phantasmic_conjurer	maneuver	Pounce						
gaunt_feral_selkie	physical	Hand of Tonis (505)						
gaunt_feral_selkie	physical	Major Cold (907)						
gaunt_feral_selkie	physical	Charge	298					
gaunt_feral_selkie	offensive_spell	Hand of Tonis (505)						
gaunt_feral_selkie	offensive_spell	Earthen Fury (917)						
gaunt_feral_selkie	maneuver	Headbutt						
gaunt_feral_selkie	maneuver	Bull Rush						
gaunt_feral_selkie	maneuver	Sweep						
gaunt_feral_selkie	maneuver	Charge						
ghost	physical	Short sword	58					
ghost_wolf	physical	Bite	143					
ghost_wolf	physical	Claw	143					
ghost_wolf	physical	Unknown	143					
ghostly_mara	physical	Longsword	208					
ghostly_mara	physical	Falchion	208					
ghostly_mara	offensive_spell	Lullabye						
ghostly_pooka	physical	Bite	189..217					
ghostly_warrior	physical	Broadsword	173					
ghostly_warrior	physical	Morning star	168					
ghostly_warrior	physical	Flail	153					
ghoul_master	physical	Bite	137					
ghoul_master	physical	Claw	147					
ghoul_master	physical	Pound (attack)	137					
ghoul_master	physical	Fist	137					
ghoul_master	warding_spell	Bite			88			
ghoul_master	warding_spell	Claw			88			
giant_albino_scorpion	physical	Pincer (attack)	197					
giant_albino_scorpion	physical	Stinger (attack)	207					
giant_albino_scorpion	physical	Pincer	157..177					
giant_albino_scorpion	physical	Stinger	207					
giant_albino_tomb_spider	physical	Ensnare	222					
giant_albino_tomb_spider	physical	Bite	212					
giant_albino_tomb_spider	maneuver	Web						
giant_albino_tomb_spider	special_ability	Web						
giant_ant	physical	Bite	36..41					
giant_ant	physical	Charge (attack)	46					
giant_ant	physical	Unknown	46					
giant_fog_beetle	physical	Pincer (attack)	228					
giant_fog_beetle	physical	Pincer	205..208					
giant_fog_beetle	special_ability	Gas cloud						
giant_hawk_owl	physical	Impale	247					
giant_hawk_owl	physical	Bite	247					
giant_hawk_owl	physical	Claw	203..247					
giant_hawk_owl	physical	Swoop	194					
giant_hawk_owl	maneuver	Lash						
giant_marmot	physical	Bite	131					
giant_marmot	physical	Claw	121..131					
giant_rat	physical	Bite	34					
giant_rat	physical	Unknown	34					
giant_veaba	physical	Bite	178					
giant_veaba	physical	Claw	189					
giant_veaba	maneuver	Charge						
giant_veaba	maneuver	Rear						
giant_weasel	physical	Bite	151					
giant_weasel	physical	Claw	144..166					
gigantic_lightning_whelk	physical	Huge hooves	519					
gigantic_lightning_whelk	physical	Tusks	519					
gigantic_lightning_whelk	maneuver	Headbutt						
gigantic_lightning_whelk	maneuver	Bull Rush						
gigantic_lightning_whelk	special_ability	Shock Beam						
gigantic_lightning_whelk	special_ability	Snailguard						
glacial_morph	physical	Pound						
glacial_morph	physical	Ensnare						
glacial_morph	physical	Elongated block of ice	310					
glacial_morph	maneuver	Ethereal Wave						
glistening_cerebralite	physical	Barbed tentacle	176..410					
glistening_cerebralite	physical	Bladed forearms	476					
glistening_cerebralite	bolt_spell	Balefire (713)	402					
glistening_cerebralite	bolt_spell	Empathic Assault (1110)	402					
glistening_cerebralite	bolt_spell	Major Shock (910)	402					
glistening_cerebralite	warding_spell	Cloak of Shadows (712)			406			
glistening_cerebralite	warding_spell	Sympathy (1120)			424			
glistening_cerebralite	offensive_spell	Heroism (215)						
glistening_cerebralite	offensive_spell	Song of Depression (1015)						
glistening_cerebralite	offensive_spell	Spiritual Abolition (230)						
glistening_cerebralite	maneuver	Tail Swipe						
glistening_cerebralite	maneuver	Lash						
gnarled_being	physical	Claw	406					
gnarled_being	physical	Impale	396					
gnarled_being	physical	Smash	398..412					
gnarled_being	physical	Tusk	356					
gnarled_being	maneuver	Ground Slam						
gnoll_miner	physical	Handaxe	125					
gnoll_ranger	physical	Handaxe	171					
gnoll_ranger	physical	Unknown	150					
gnoll_ranger	offensive_spell	Sounds (607)						
gnoll_thief	physical	Short sword	162					
gnoll_thief	physical	Unknown	159					
gnoll_thief	special_ability	Hurl						
gnoll_worker	physical	Hatchet	112..125					
gnoll_worker	physical	Unknown	125					
goblin	physical	Flail	46					
goblin	physical	Scimitar	36					
goblin	physical	Unknown	46					
great_boar	physical	Charge	138..148					
great_boar	physical	Bite	128..138					
great_boar	maneuver	Charge						
great_boar	special_ability	Charge						
great_brown_bear	physical	Claw	189..191					
great_brown_bear	physical	Bite	182..184					
great_brown_bear	physical	Charge (attack)	194					
great_brown_bear	physical	Charge	179					
great_stag	physical	Charge (attack)	165					
great_stag	physical	Impale (attack)	165					
great_stag	physical	Antlers	148					
great_stag	physical	Charge	148					
greater_bog_troll	physical	Axe	262					
greater_bog_troll	offensive_spell	Call Swarm (615)						
greater_bog_troll	offensive_spell	Sounds (607)						
greater_bog_troll	offensive_spell	Tangleweed (610)						
greater_burrow_orc	physical	Short sword	118..128					
greater_burrow_orc	physical	Unknown	108					
greater_construct	physical	Stomp						
greater_construct	physical	Arm	449..460					
greater_construct	physical	Smash	459..468					
greater_construct	maneuver	Crush						
greater_construct	maneuver	Tandem Dispel						
greater_construct	maneuver	Team Swat						
greater_construct	maneuver	Ground Slam						
greater_construct	maneuver	Slam						
greater_earth_elemental	physical	Pound (attack)						
greater_earth_elemental	physical	Thrown Rock	419					
greater_earth_elemental	physical	Fist	397					
greater_earth_elemental	physical	Heavy earthen fists	439					
greater_earth_elemental	physical	Large rock	423					
greater_earth_elemental	physical	Foot	440					
greater_earth_elemental	maneuver	Ethereal Wave						
greater_faeroth	physical	Bite	302..342					
greater_faeroth	physical	Claw	318..340					
greater_faeroth	physical	Pound	305..338					
greater_faeroth	physical	Fist	297					
greater_fetid_corpse	physical	Bite	262					
greater_fetid_corpse	maneuver	Claw						
greater_ghoul	physical	Claw	63					
greater_ghoul	physical	Unknown	63					
greater_ice_giant	physical	Battle-axe	236..306					
greater_ice_giant	bolt_spell	Major Cold (907)	215					
greater_ice_giant	offensive_spell	Spirit Dispel						
greater_ice_spider	physical	Pincer (attack)	48					
greater_ice_spider	physical	Stinger (attack)	71					
greater_ice_spider	physical	Pincer	54					
greater_ice_spider	offensive_spell	Webbed						
greater_ice_spider	maneuver	Web						
greater_kappa	physical	Handaxe	107					
greater_krynch	physical	Pound (attack)	427					
greater_krynch	physical	Fist	427					
greater_krynch	physical	Heavy earthen fists	417					
greater_krynch	maneuver	Ethereal Wave						
greater_krynch	special_ability	Krynch boulder						
greater_moor_wight	physical	Broadsword						
greater_moor_wight	physical	Handaxe	226..252					
greater_moor_wight	physical	Rusty steel flyssa	246					
greater_moor_wight	physical	Wickedly curved scimitar	226					
greater_moor_wight	warding_spell	Cold Snap (512)			203			
greater_moor_wight	warding_spell	Claw Curse			189			
greater_moor_wight	offensive_spell	Elemental Dispel (417)						
greater_orc	physical	Spear	126					
greater_orc	physical	War mattock	113					
greater_orc	physical	Mace	113					
greater_orc	physical	Scimitar	113					
greater_orc	physical	Short sword	113					
greater_skayl	physical	Pound	392					
greater_skayl	physical	Ensnare	404..424					
greater_skayl	physical	Fist	358..410					
greater_skayl	bolt_spell	Balefire (713)	342					
greater_skayl	offensive_spell	Earthen Fury (917)						
greater_skayl	maneuver	Fire Wave						
greater_spider	physical	Claw	104..116					
greater_spider	physical	Pincer (attack)	116					
greater_spider	physical	Pincer	104					
greater_spider	physical	Unknown	116					
greater_spider	maneuver	Web						
greater_spider	special_ability	Web						
greater_vruul	physical	Claw	213..238					
greater_vruul	warding_spell	Bind (214)			295			
greater_vruul	warding_spell	Calm (201)			295			
greater_vruul	warding_spell	Frenzy (216)			295			
greater_vruul	warding_spell	Interference (212)			295			
greater_vruul	warding_spell	Silence (210)			295			
greater_vruul	warding_spell	Unbalance (110)			295			
greater_water_elemental	physical	Pound	441					
greater_water_elemental	physical	Fist	425..500					
greater_water_elemental	bolt_spell	Minor Water (903)	540					
greater_water_elemental	warding_spell	Elemental Strike (415)			495			
greater_water_elemental	offensive_spell	Major Elemental Wave (435)						
greater_water_elemental	offensive_spell	Elemental Disjunction (530)						
greater_water_elemental	maneuver	Water blast						
greater_water_elemental	maneuver	Charge						
greater_water_elemental	maneuver	Repel						
greenwing_hornet	physical	Stinger (attack)	172					
greenwing_hornet	physical	Stinger	172					
greenwing_hornet	special_ability	Sting						
gremlock	physical	Claw	325..427					
gremlock	maneuver	Garrote						
grey_orc	physical	Composite bow	139					
grey_orc	bolt_spell	Minor Fire (906)	130					
grey_orc	offensive_spell	Gas cloud						
grey_plumed_steelwing_harpy	maneuver	Brace						
grifflet	physical	Impale	342					
grifflet	physical	Bite	342					
grifflet	physical	Claw	352					
grifflet	physical	Swoop	342					
grifflet	offensive_spell	Call Wind (912)						
grifflet	offensive_spell	Screech						
grim_gigas_skald	physical	Immense fel-hafted handaxe	520..566					
grim_gigas_skald	physical	Enormous tusks	529..549					
grim_gigas_skald	physical	Lunge	520..560					
grim_gigas_skald	physical	Golden targe	581					
grim_gigas_skald	physical	Clawed fists	560					
grim_gigas_skald	physical	Shark-like teeth	450					
grim_gigas_skald	warding_spell	Stunning Shout (1008)			494..499			
grim_gigas_skald	warding_spell	Mindwipe (1225)			423			
grim_gigas_skald	maneuver	Pounce						
grim_gigas_skald	maneuver	Charge						
grimswarm_orc_archer	physical	Plain wooden arrow	267					
grimswarm_orc_hunter	physical	Ball and chain	256					
grimswarm_orc_pillager	physical	Polished longsword	197					
grimswarm_orc_pillager	maneuver	Dust Kick						
grimswarm_orc_raider	maneuver	Dust Kick						
grimswarm_orc_ranger	physical	Mace	231					
grimswarm_orc_ranger	physical	Plain wooden arrow	274..465					
grimswarm_orc_ranger	physical	Trident	269					
grimswarm_orc_ranger	maneuver	Stomp						
grimswarm_orc_skirmisher	physical	Handaxe	87					
grimswarm_orc_sorceress	maneuver	Gesture						
grimswarm_troll_ranger	physical	Dagger	279					
grimswarm_troll_ranger	physical	Plain wooden bolt	124					
grimswarm_troll_ranger	physical	Plain wooden arrow	408					
grimswarm_troll_scourge	physical	Dagger	228					
grimswarm_troll_skirmisher	physical	Wooden heavy crossbow bolt	474					
grimswarm_troll_skirmisher	maneuver	Sand Kick						
grimswarm_troll_soldier	physical	Twohanded sword	456					
grimswarm_troll_soldier	maneuver	Sand Kick						
grisly_corpse_hulk	physical	Stomp (attack)	310					
grisly_corpse_hulk	physical	Closed fist	310					
grisly_corpse_hulk	physical	Ensnare	326					
grisly_corpse_hulk	maneuver	Tackle						
grisly_corpse_hulk	maneuver	Lash						
grisly_corpse_hulk	special_ability	Tremors						
grizzly_bear	physical	Charge	286					
grizzly_bear	physical	Claw	242..285					
grizzly_bear	physical	Bite	269					
grizzly_bear	maneuver	Charge						
grutik_savage	physical	Spear	188..230					
grutik_savage	physical	Dart	249					
grutik_savage	physical	Closed fist	200					
grutik_savage	physical	Crude stone axe	206					
grutik_savage	physical	Crude wooden club	215					
grutik_shaman	physical	Quarterstaff	220					
grutik_shaman	bolt_spell	Minor Acid (904)	205					
grutik_shaman	warding_spell	Sleep (501)			165			
grutik_shaman	warding_spell	Burrow Ambush			165			
grutik_shaman	warding_spell	Gnarled wooden staff			165			
grutik_shaman	offensive_spell	Elemental Dispel (417)						
grutik_shaman	offensive_spell	Earthen Fury (917)						
grutik_shaman	offensive_spell	Elemental Wave (410)						
grutik_shaman	offensive_spell	Tremors (909)						
grutik_shaman	maneuver	Gesture						
haggard_veiki_herald	warding_spell	Templar's Verdict (1603)			375			
haggard_veiki_herald	maneuver	Ethereal Wave						
haggard_veiki_herald	maneuver	Ground Slam						
haggard_veiki_herald	maneuver	Shield Bash						
hapless_charmed_corsair	physical	Cudgel	605					
hapless_charmed_corsair	physical	Huge black alloy greatsword	592					
hapless_charmed_corsair	offensive_spell	Intensity (1130)						
hapless_charmed_corsair	maneuver	Bearhug						
hapless_charmed_corsair	maneuver	Haymaker						
hapless_charmed_corsair	maneuver	Berserk						
hapless_charmed_corsair	maneuver	Slippery Mind						
hapless_charmed_corsair	special_ability	Cyclonic Slash						
hapless_charmed_corsair	special_ability	Grasping Ward						
heavily_armored_battle_mastodon	physical	trunk slam	532					
heavily_armored_battle_mastodon	physical	Enormous tusks	527..566					
heavily_armored_battle_mastodon	physical	Golden targe	556..562					
heavily_armored_battle_mastodon	physical	Great foot	531..575					
heavily_armored_battle_mastodon	physical	Lunge	520..551					
heavily_armored_battle_mastodon	physical	Charge	529					
heavily_armored_battle_mastodon	physical	Clawed fists	475					
heavily_armored_battle_mastodon	physical	Copper-traced dark steel hatchet	532..535					
heavily_armored_battle_mastodon	physical	Huge hooves	519					
heavily_armored_battle_mastodon	physical	Shark-like teeth	498					
heavily_armored_battle_mastodon	physical	Tusks	521					
heavily_armored_battle_mastodon	maneuver	Pounce						
heavily_armored_battle_mastodon	maneuver	Charge						
heavily_armored_battle_mastodon	special_ability	tremors						
hill_troll	physical	Two-handed sword						
hill_troll	physical	War mattock						
hill_troll	physical	War hammer						
hill_troll	physical	Spear						
hill_troll	physical	Cudgel	207					
hill_troll	physical	Military pick	194					
hill_troll	physical	Unknown	182					
hill_troll	special_ability	Attack strength boost (bellow)						
hill_troll	special_ability	Attack strength boost - (snarl)						
hisskra_chieftain	physical	Dart	260					
hisskra_chieftain	physical	Trident	235					
hisskra_chieftain	maneuver	Tail Swipe						
hisskra_shaman	physical	Trident	208..222					
hisskra_shaman	warding_spell	Blood Burst (701)			165			
hisskra_shaman	warding_spell	Mana Disruption (702)			165			
hisskra_shaman	offensive_spell	Sounds (607)						
hisskra_shaman	offensive_spell	Tangleweed (610)						
hisskra_warrior	physical	Dart	247					
hisskra_warrior	physical	Trident	205..227					
hisskra_warrior	maneuver	Lash						
hisskra_warrior	maneuver	Tail Swipe						
hobgoblin	physical	Claidhmore	68					
hobgoblin	physical	Handaxe	68					
hobgoblin	physical	Rapier	68					
hobgoblin	physical	Iron battle axe	58					
hobgoblin	physical	Morning star	54					
hobgoblin	physical	Unknown	68					
hobgoblin_acolyte	physical	Leather whip						
hobgoblin_acolyte	bolt_spell	Minor Shock (901)	104					
hobgoblin_acolyte	bolt_spell	Minor Water (903)	104					
hobgoblin_shaman	physical	Leather whip	111					
hobgoblin_shaman	physical	Mace	111					
hobgoblin_shaman	bolt_spell	Minor Shock (901)	89					
hobgoblin_shaman	bolt_spell	Minor Water (903)	89					
hooded_figure	physical	Broadsword						
hooded_figure	physical	Morning star						
hooded_figure	physical	Falchion	186..231					
hooded_figure	physical	Short sword	231					
hooded_figure	bolt_spell	Cone of Elements (518)	182..233					
hooded_figure	bolt_spell	Major Cold (907)	182..233					
hooded_figure	bolt_spell	Major Fire (908)	182..233					
hooded_figure	bolt_spell	Major Shock (910)	182..233					
hooded_figure	bolt_spell	Minor Fire (906)	182..233					
hooded_figure	bolt_spell	Minor Shock (901)	182..233					
hooded_figure	bolt_spell	Minor Water (903)	182..233					
hooded_figure	warding_spell	Blood Burst (701)			168..195			
hooded_figure	warding_spell	Corrupt Essence (703)			168..195			
hooded_figure	warding_spell	Elemental Blast (409)			168..195			
hooded_figure	warding_spell	Elemental Saturation (413)			168..195			
hooded_figure	warding_spell	Elemental Strike (415)			168..195			
hooded_figure	warding_spell	Immolation (519)			168..195			
hooded_figure	warding_spell	Mana Disruption (702)			168..195			
hooded_figure	warding_spell	Dagger			168			
hooded_figure	warding_spell	Falchion			195			
hooded_figure	warding_spell	Short sword			195			
hooded_figure	offensive_spell	Elemental Dispel (417)						
hooded_figure	offensive_spell	Elemental Wave (410)						
hooded_figure	offensive_spell	Tremors (909)						
hooded_figure	offensive_spell	Weapon Deflection (412)						
hooded_figure	maneuver	Gesture						
horned_basalt_grotesque	physical	Closed fist	525..565					
horned_basalt_grotesque	physical	Stomp	526..555					
horned_basalt_grotesque	physical	Bite	530					
horned_basalt_grotesque	bolt_spell	Hurl Boulder (510)	387..417					
horned_basalt_grotesque	warding_spell	Stone Fist (514)			452			
horned_basalt_grotesque	offensive_spell	Major Elemental Wave (435)						
horned_basalt_grotesque	offensive_spell	Call Wind (912)						
horned_basalt_grotesque	offensive_spell	Earthen Fury (917)						
horned_basalt_grotesque	maneuver	Haymaker						
horned_basalt_grotesque	maneuver	Bearhug						
horned_basalt_grotesque	maneuver	Charge						
horned_vor_taz	physical	Charge	290..296					
horned_vor_taz	warding_spell	Sun Burst (609)			225			
horned_vor_taz	offensive_spell	Call Swarm (615)						
horned_vor_taz	offensive_spell	Sounds (607)						
horned_vor_taz	offensive_spell	Spirit Strike (117)						
