1	139	4537->7389	;e %w(circular triangular square rectangular).each{|d| dothistimeout S, N, R};fput S until standing?
1	170	4583->4584	;e fput S; fput S; fput S; fput S; fput S; fput S; fput S; move S
1	193	5922->10476	;e move S;while Room.current.id == N;line = get?;if line.nil?;sleep N;elsif line == S;move S;break;end;end;
1	136	6016->18748	;e phase = Spell[..]; unless phase.affordable?; echo S; wait_until { phase.affordable? }; end; phase.cast(S)
1	895	6135->6136	;e group_members = nil; clear.reverse.each { |line| if line =~ R; break; elsif line =~ R; group_members = $N.split(R); group_members.delete_if { |m| m =~ R }; group_members = nil if group_members.empty?; break; end }; result = nil; while !result; if celerity = Spell[..] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; fput S; result = matchtimeout(N,R); waitrt?; if !result then multimove S,S; end; end; fput S if group_members; move S; if group_members; echo S; while (group_members.length > N) and (line = get); if line =~ /^(You reach out and hold )?([A-z][a-z]+)(Sgo'; break; end; end; end
1	5002	6274->11032	;e force_goN = proc { |room_num| goN_count = Script.running.find_all { |s| s.name == S }.length force_start_script S, [ room_num.to_s ] wait_while { Script.running.find_all { |s| s.name == S }.length > goN_count } } script = Script.self rrcitizen = nil if Char.citizenship == S rrcitizen = true end amulet = nil driftwood = nil close_containers = [] if UserVars.lootsack.nil? or UserVars.lootsack.empty? lootsack = GameObj.inv.find { |obj| obj.noun =~ R } else lootsack = GameObj.inv.find { |obj| obj.name =~ R } || GameObj.inv.find { |obj| obj.name =~ R } end find_all_containers_var = nil find_all_containers = proc { if find_all_containers_var.nil? hp = proc { |ss| if ss =~ R; DownstreamHook.remove(S); nil; else; ss; end } DownstreamHook.add(S, hp) restore_silent = script.silent restore_want_downstream = script.want_downstream restore_want_downstream_xml = script.want_downstream_xml script.silent = true script.want_downstream = false script.want_downstream_xml = true clear put S script.silent = restore_silent timeout = Time.now + N container_ids = [] while (Time.now < timeout) and (line = get) if line =~ R container_ids = line.scan(/<a exist=S]+)Sopen ##{lootsack.id}Slook in ##{lootsack.id}Sopen ##{container.id}Slook in ##{container.id}S_drag ##{driftwood.id} rightS_drag ##{amulet.id} rightSwithdraw N silversSToo poor to go to RiverSalchemist --disable-confirmSunhideSorder NSs RestSclose ##{c.id}" } fill_hands exit end end if (rrcitizen && driftwood) fput S else fput S end move S fill_hands
1	1813	6486->6487	;e if dothistimeout(S, N, R) !~ R; s = Spell[..]; if s.known?; if s.active?; r = dothistimeout S, N, R; if f = R.match(r).captures.first; N.times { sleep N; break if GameObj.npcs.any? { |n| n.name =~ R } }; end; else; unless s.affordable?; echo S; wait_until { s.affordable? }; end; s.cast; end; r = dothistimeout S, N, R; stop_watching = (r =~ R); which_ring = { S => S, S => S, S => S, S => S }; fail = false; g = proc { |l| l.split(S).each { |d| r = dothistimeout((S + d), N, R); if r.nil? or (r =~ R); fail = true; next; elsif r =~ R; dothistimeout((S + which_ring[$N] + S), N, R); dothistimeout((S + d), N, R); end } }; N.times { |i| i.zero? ? g.call(S) : g.call(S); break if fail; g.call(S); break if fail; fput S; g.call(S); break if fail; fput S }; fput S if stop_watching; if UserVars.mapdb_hate_familiar; sleep N; put S; put S; end; end; move S; end
1	131	6487->6486	;e unless move S; dothistimeout S, N, R; move S; end
1	223	6626->7436	;e unless checkloot.include? S fput S fput S fput S fput S fput S fput S fput S fput S end move S
1	64	6880->6882	;e fput S waitrt? fput S move S
1	5667	6897->6928	;e result = Array.new put S while line = get if line =~ R result.push(S) elsif line =~ R result.push(S) elsif line =~ R result.push(S) elsif line =~ R result.push(S) elsif line =~ R result.push(S) elsif line =~ R result.push(S) elsif line =~ R result.push(S) elsif line =~ R result.push (S) elsif line =~ R break end end result.each{ |deity| if Char.name == S put S else fput S end }
1	5632	6955->6985	;e script = Script.self hand = sword = sword_container = nil; close_containers = []; find_all_containers_var = nil; find_all_containers = proc { if find_all_containers_var.nil? restore_want_downstream = script.want_downstream restore_want_downstream_xml = script.want_downstream_xml script.want_downstream = false script.want_downstream_xml = true clear put S timeout = Time.now + N container_ids = [] while (Time.now < timeout and line = get) if (line =~ R) container_ids = line.scan(/<a exist=S]+)S_drag ##{item_id} ##{container_id}S_drag ##{item_id} #{hand}S#{item_id}Sopen ##{container.id}Slook in ##{container.id}Sclose ##{c.id}Sclose ##{c.id}" } fill_hands Script.start(S) if killed_disarm undo_before_dying $goN_restart = true;
1	411	6997->6998	;e bridgedown = false; until bridgedown; if [..].include?(Stats.race); fput S; else; fput S; end; bridgedown = matchtimeout(N, R); unless standing?; fput S; waitrt?; end; waitrt?; end; move S; $goN_restart = true if Room.current.id != N
1	631	6998->6997	;e loop { result = dothistimeout S, N, /Ok, you push a heavy steel lever protruding from a slit in one wall. Now what?|Summoning all your strength, you manage to push a heavy steel lever protruding from a slit in one wall forward just enough to lower a wooden drawbridge.|You try to push the heavy steel lever, but it wonSgo drawbridge'
1	628	6998->6999	;e loop { result = dothistimeout S, N, /Ok, you pull a heavy steel lever protruding from a slit in one wall. Now what|Summoning all your strength, you manage to pull a heavy steel lever protruding from a slit in one wall back just enough to raise a wooden drawbridge|You try to pull the heavy steel lever, but it wonSgo white portcullis'
1	854	7046->3705	;e loop { fput S; fput S; sleep N; break unless checkpaths == [..] }; wait_while { standing? }; fput S; if Room.current == Room[..]; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; end
1	821	7046->7047	;e loop { fput S; fput S; sleep N; break unless checkpaths == [..] }; wait_while { standing? }; fput S; if Room.current == Room[..]; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; end
1	888	7046->7083	;e loop { fput S; fput S; sleep N; break unless checkpaths == [..] }; wait_while { standing? }; fput S; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; end
1	890	7046->7099	;e loop { fput S; fput S; sleep N; break unless checkpaths == [..] }; wait_while { standing? }; fput S; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; end
1	931	7046->7144	;e loop { fput S; fput S; sleep N; break unless checkpaths == [..] }; wait_while { standing? }; fput S; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; end; if Room.current == Room[..]; move S; move S; move S; move S; move S; move S; move S; move S; move S; end
1	720	7318->7319	;e group_members = nil; clear.reverse.each { |line| if line =~ R; break; elsif line =~ R; group_members = $N.split(R); group_members.delete_if { |m| m =~ R }; group_members = nil if group_members.empty?; break; end }; empty_hands; move S; waitrt?; fill_hands; if (group_members.to_a.length > N); echo S; while (line = get) and (group_members.length > N); if line =~ R; put S + $N.to_s; elsif line =~ /^(You reach out and hold )?([A-z][a-z]+)(Sgo'; break; end; end; end
1	1305	7324->4541	;e group_members = nil; clear.reverse.each { |line| if line =~ R; break; elsif line =~ R; group_members = $N.split(R); group_members.delete_if { |m| m =~ R }; group_members = nil if group_members.empty?; break; end }; fput S; sleep N; result = nil; success = R; failures = R; matches = R; until result =~ success; fput S until standing?; result = dothistimeout S, N, matches; waitrt?; end; until checkpaths(S); fput S; sleep N; end; fput S until standing?; if (group_members.to_a.length > N); echo S; wait_until { (group_members.to_a - GameObj.pcs.to_a.delete_if { |pc| not pc.status.nil? }.collect { |pc| pc.name }).empty? or clear.find { |line| line == S } }; end
1	662	7331->7315	;e group_members = nil; clear.reverse.each { |line| if line =~ R; break; elsif line =~ R; group_members = $N.split(R); group_members.delete_if { |m| m =~ R }; group_members = nil if group_members.empty?; break; end }; fput S unless standing?; fput S; wait_until { stunned? }; wait_while { stunned? }; fput S; if (group_members.to_a.length > N); echo S; wait_until { (group_members.to_a - GameObj.pcs.to_a.delete_if { |pc| not pc.status.nil? }.collect { |pc| pc.name }).empty? or clear.find { |line| line == S } }; end
1	188	7393->7328	;e result = nil;while result.nil? && Room.current.id == N;result = dothistimeout S,N,R;end;wait_while{stunned?};fput S until standing?
1	107	7436->6626	;e unless checkloot.include? S; fput S; fput S; end; move S
1	95	7477->7476	;e if not kneeling?; fput S if Stats.race !~ R;end;fput S
1	357	7517->8686	;e begin clear fput S climb_result = waitfor S, S fput S unless climb_result == S end until climb_result == S
1	80	7626->30581	;e multifput S,S,S
1	362	7664->7669	;e N.times do; waitrt?; fput S unless standing?; waitrt?; climb_result = dothistimeout S, N, R; break if climb_result =~ R;end
1	49	7927->34489	;e move(S);$goN_restart = true
1	44	7965->7964	;e waitrt?; fput S; move S
1	51	7983->7984	;e fput S if checkspell(N); move S
1	58	7993->7997	;e empty_hand; fput S; move S; fill_hand
1	87	8141->7905	;e fput S until kneeling?;fput S waitrt? fput S until standing?
1	52	8225->8226	;e move S fput S unless standing?
1	809	8373->8374	;e wedge_list = { S => S, S => S, S => S, S => S } wedge_list.each_pair { |direction,position| loop { wedge_look = dothis S, /^The stone ringSturn ring' } fput S }
1	91	8544->8546	;e while checkpaths.include?(S); fput S; sleep N; waitrt?; move S; end
1	158	8574->19651	;e fput S; sleep N; waitrt?; empty_hands; fput S; fput S; sleep N; waitrt?; fput S; fill_hands; move S
1	38	8695->13532	;e $SILVERWOOD_TOWN=:wl;move S
1	39	8696->13532	;e $SILVERWOOD_TOWN=:imt;move S
1	94	9651->6135	;e move S; waitrt?; wait_while { stunned? }; fput S unless standing?; waitrt?
1	1053	9767->9804	;e touch = [..]; fail_pattern = R; success_pattern = R; retry_pattern = R; patterns = Regexp.union(success_pattern,fail_pattern); result = nil; until success_pattern.match(result); result = dothistimeout S, N, patterns; if fail_pattern.match(result); waitforpc = $N; echo S; timeout = Time.now + N; until (!retry_pattern.match(get) or Time.now > timeout);end; else; echo S; break; end; end; touch.each {|t| fput S}; fput S; timeout = Time.now + N; wait_while { Room.current.id == N and Time.now < timeout}
1	157	10440->12415	;e N.times { fput S; sleep N; wait_while { stunned? } }; fput S; fput S; wait_until { Room.current.id == N }
1	193	10476->23601	;e fput S; fput S; fput S; fput S; fput S; fput S; fput S; fput S
1	3344	10781->18150	;e result = dothistimeout S, N, R;if result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };end;result = dothistimeout S, N, R;if result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };end;result = dothistimeout S, N, R;if result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };elsif result =~ R; loop{; wait_until{(XMLData.mana > (N * N))}; result = cast(N, S); if result =~ R; break; end; };end
1	60	10844->10845	;e fput S if checkspell S move S
1	5621	11032->6274	;e force_goN = proc { |room_num| goN_count = Script.running.find_all { |s| s.name == S }.length force_start_script S, [ room_num.to_s ] wait_while { Script.running.find_all { |s| s.name == S }.length > goN_count } } script = Script.self rrcitizen = nil if Char.citizenship == S rrcitizen = true end amulet = nil driftwood = nil close_containers = [] if UserVars.lootsack.nil? or UserVars.lootsack.empty? lootsack = GameObj.inv.find { |obj| obj.noun =~ R } else lootsack = GameObj.inv.find { |obj| obj.name =~ R } || GameObj.inv.find { |obj| obj.name =~ R } end find_all_containers_var = nil find_all_containers = proc { if find_all_containers_var.nil? hp = proc { |ss| if ss =~ R; DownstreamHook.remove(S); nil; else; ss; end } DownstreamHook.add(S, hp) restore_silent = script.silent restore_want_downstream = script.want_downstream restore_want_downstream_xml = script.want_downstream_xml script.silent = true script.want_downstream = false script.want_downstream_xml = true clear put S script.silent = restore_silent timeout = Time.now + N container_ids = [] while (Time.now < timeout) and (line = get) if line =~ R container_ids = line.scan(/<a exist=S]+)Sopen ##{lootsack.id}Slook in ##{lootsack.id}Sopen ##{container.id}Slook in ##{container.id}S_drag ##{driftwood.id} rightS_drag ##{amulet.id} rightSwithdraw N silversSToo poor to go to WehnimerSgeneral store --disable-confirmSunhideSorder NSs LandingSwithdraw N silversSToo poor to go to WehnimerSalchemist --disable-confirmSunhideSorder NSs LandingSclose ##{c.id}" } fill_hands exit end end if (rrcitizen && driftwood) fput S else fput S end move S fill_hands
1	254	11355->11357	;e empty_hands old_stance = XMLData.stance_text fput S unless old_stance == S until !checkpaths fput S unless standing? fput S sleep N waitrt? end fput S + old_stance unless old_stance == S
1	113	11357->11358	;e while XMLData.room_title == S; fput S; move S; waitrt?; end; fill_hands
1	73	11432->11433	;e empty_hands fput S if checkspell S move S
1	79	11667->11675	;e move S; if checkpaths.include?(S); move S; move S; end
1	138	11668->11675	;e move S; move S; if checkpaths.include?(S); move S; move S; elsif !checkpaths.include?(S); move S; end
1	64	11722->17692	;e fput S; fput S;move S
1	3763	11753->11749	;e ;ticket_nouns = [..];check_ticket = proc { |test_id|;look_result = dothistimeout S, N, R;test_id;else;nil;end;};if ticket_nouns.include?(GameObj.right_hand.noun);ticket_id = check_ticket.call(GameObj.right_hand.id);else;ticket_id = nil;end;unless ticket_id;if ticket_nouns.include?(GameObj.left_hand.noun);if ticket_id = check_ticket.call(GameObj.left_hand.id);fput S;end;end;end;unless ticket_id;empty_hands;checked_containers = Array.new;for container in GameObj.inv;unless container.contents.nil? or container.contents.empty?;checked_containers.push(container.id);for item in container.contents;if ticket_nouns.include?(item.noun);break if ticket_id = check_ticket.call(item.id);end;end;end;break if ticket_id;end;if ticket_id;fput S;end;end;unless ticket_id;status_tags;inv_result = dothis S, R;status_tags;container_list = inv_result.scan(R).flatten;for container_id in (container_list - checked_containers);container = GameObj.inv.find { |obj| obj.id == container_id };next unless container;open_result = dothis S, R;if open_result == S;fput S;end;for item in container.contents;if ticket_nouns.include?(item.noun);break if ticket_id = check_ticket.call(item.id);end;end;if ticket_id;fput S;if open_result =~ R;fput S;end;break;else;if open_result =~ R;fput S;end;end;end;end;unless ticket_id;echo S;if $goN_get_silvers.nil?;echo S;exit;elsif $goN_get_silvers;echo S;sleep N;move S;move S;move S;move S;move S;move S;move S;fput S if hidden? or checkspell(N);ask_result = dothis S, R;cost = $N;move S;move S;move S;move S;move S;move S;move S;move S;move S;move S;move S;move S;move S;move S;move S;move S;move S;fput S if hidden? or checkspell(N);withdraw_result = dothis S, R;fput S if hidden? or checkspell(N);move S;end
1	314	12421->14089	;e if UserVars.rogue_password.nil? or UserVars.rogue_password.empty?; echo S; echo S; exit; end; fput S; UserVars.rogue_password.split(R).each { |verb| fput S }; fput S
1	164	12589->12593	;e fput S waitfor S sleep N fput S unless standing? move S until Room.current.id == N
1	409	12604->12605	;e N.times { if celerity = Spell[..] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; dothistimeout S, N, /^You (?:carefully )?search|^You donSget rockSclimb wall'; waitrt?; fill_hands
1	413	12605->12606	;e N.times { if celerity = Spell[..] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; dothistimeout S, N, /^You (?:carefully )?search|^You donSget handholdSclimb face'; waitrt?; fill_hands
1	410	12606->12607	;e N.times { if celerity = Spell[..] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; dothistimeout S, N, /^You (?:carefully )?search|^You donSget crackSclimb face'; waitrt?; fill_hands
1	409	12607->12608	;e N.times { if celerity = Spell[..] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; dothistimeout S, N, /^You (?:carefully )?search|^You donSget rootSclimb face'; waitrt?; fill_hands
1	90	12613->12614	;e empty_hands fput S move S waitrt? fill_hands fput S unless standing?
1	35	13960->30500	;e empty_hand;move(S)
1	588	14060->20430	;e fput S while line = get if line =~ R break elsif line =~ R if GameObj.right_hand.type == S fput S break else echo S pause_script wait_until{GameObj.right_hand.name !~ R} fput S break end end end fput S
1	38	14659->13532	;e $SILVERWOOD_TOWN=:va;move S
1	1618	14726->18172	;e flip_tags = !Script.current.want_downstream_xml; status_tags if flip_tags; go_result = dothistimeout S,N,R; status_tags if flip_tags; if go_result =~ R; climb_platform = false; refill_hands = false; move(S); while climb_platform == false; waitrt?; result = dothistimeout S, N, R; climb_platform = true if result =~ R; (refill_hands = true;empty_hands) if result =~ R; end; fill_hands if refill_hands == true; buffed = false; N.times{ turn_result = dothistimeout S,N,/The wheel begins to move|you just donSt have the strength to turn the wheel on your own. Pausing here until you can get some help!S`;u goN` to unpause the script once the wheel has been turned." pause_script end } end
1	861	15571->17721	;e elements = { S => { S => N, S => N, S => N }, S => { S => N, S => N, S => N }, S => { S => N, S => N, S => N } } direction = { S => S, S => S, S => S } result = nil [..].each { |element| truth_table = elements[element].values.find_all { |spellnum| Spell[spellnum].known? } if truth_table.size == N result = element break end } if result.nil? echo S exit end N.times{ move direction[result] } elements[result].each{ |pillar, spellnum| if !Spell[spellnum].affordable? echo S wait_until{ Spell[spellnum].affordable? } end Spell[spellnum].cast(pillar) }
1	83	16011->11022	;e walk until GameObj.room_desc.find { |obj| obj.noun == S }; move S
1	891	16165->16064	;e result = String.new; until result =~ R; N.times{fput S}; end; end; end; move S
1	53	16193->16192	;e multifput(S,S);move S
1	71	16196->22225	;e multifput(S,S,S)
1	43	16353->16714	;e fput S; waitrt?; move S;
1	83	16806->4162	;e move S; unless checkpaths.include?(S); move S; move S; end
1	60	17493->3235	;e move S; wait_until { checkpaths.include?(S) }
1	57	17665->11433	;e wait_while{Map.current.id == N};$goN_restart=true;
1	44	17680->10888	;e fput S unless standing?; move S
1	63	17680->17679	;e move S; fput S unless standing?; waitrt?
1	129	17805->18348	;e fput S; sleep N; fput S; waitrt?; fput S; waitrt?; fput S; waitrt?; move S
1	39	17825->10434	;e fput S ; move S
1	41	18175->18176	;e empty_hands;move S;fill_hands
1	2026	18178->18179	;e refill_hands = false; done = false; stairs_look = dothistimeout S,N,R if stairs_look =~ R done = true; end; runes = {S=>S, S=>S, S=>S, S=>S, S=>S}; result = stairs = under = rune = nil; look = true; refill_hands = false; while done == false; (refill_hands = true;empty_hands;) if GameObj.right_hand.id and GameObj.left_hand.id; if look == true; result = dothistimeout S, N, R; if result =~ R; rune = $N; under = $N; look = false; else; under = S; end; end; result = dothistimeout S#{under}S, N, R; if result =~ R; stairs = $N; rune = $N; under = $N; elsif result =~ R; under = S; look = false; elsif result =~ R; look = true; end; done = true if stairs =~ R; if under.nil? and done == false; echo S; pause_script; end; end; fill_hands if refill_hands; move(S);
1	618	18180->18181	;e sleep(N); refill_hands=false;(refill_hands = true;empty_hands;) if GameObj.right_hand.id or GameObj.left_hand.id; if !GameObj.loot.find{|o| o.name==S}; dothistimeout S,N,R; _respond S; waitfor S; end; fput S; sleep(N); waitrt?; fill_hands if refill_hands; move(S);
1	242	18181->18182	;e sleep(N); _respond S; waitfor S; move(S);
1	1133	18186->451	;e ; start_time = Time.now.to_i; refill_hands=false;(refill_hands = true;empty_hands;) if GameObj.right_hand.id or GameObj.left_hand.id; fput S; fput S; _respond S; waitfor S; fput S; _respond S; waitfor S; fput S; _respond S; waitfor S; _respond S; waitfor S; fput S; _respond S; waitfor S; _respond S; fill_hands if refill_hands;
1	82	18186->18187	;e empty_hands if GameObj.right_hand.id or GameObj.left_hand.id;move(S)
1	994	18187->451	;e ; start_time = Time.now.to_i; fput S; _respond S; waitfor S; fput S; _respond S; waitfor S; fput S; _respond S; waitfor S; _respond S; waitfor S; fput S; _respond S; waitfor S; _respond S; fill_hands;
1	690	18243->22550	;e %w(N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N N).each{|id| force_start_script(S, [id]);wait_while{Script.running.count{|s| s.name == S} == N};break if GameObj.loot.collect{|i| i.noun}.include?(S)};move S
1	55	18249->25463	;e fput S;move (S);
1	3451	18677->11749	;e ticket_nouns = [..]; check_ticket = proc { |test_id| look_result = dothistimeout S, N, R; test_id; else; nil; end }; force_goN = proc { |room_num| goN_count = Script.running.find_all { |s| s.name == S }.length; force_start_script S, [ room_num.to_s ]; wait_while { Script.running.find_all { |s| s.name == S }.length > goN_count } }; ticket_id = nil; if ticket_nouns.include?(GameObj.right_hand.noun); ticket_id = check_ticket.call(GameObj.right_hand.id); end; unless ticket_id; if ticket_nouns.include?(GameObj.left_hand.noun); if ticket_id = check_ticket.call(GameObj.left_hand.id); fput S; end; end; end; unless ticket_id; empty_hands; checked_containers = Array.new; for container in GameObj.inv; unless container.contents.nil? or container.contents.empty?; checked_containers.push(container.id); container.contents.find_all { |obj| ticket_nouns.include?(obj.noun) }.each { |obj| break if ticket_id = check_ticket.call(obj.id) }; end; break if ticket_id; end; if ticket_id; fput S; end; end; unless ticket_id; status_tags; inv_result = dothis S, R; status_tags; container_list = inv_result.scan(R).flatten; for container_id in (container_list - checked_containers); if container = GameObj.inv.find { |obj| obj.id == container_id }; open_result = dothis S, R; if open_result == S; fput S; end; container.contents.find_all { |obj| ticket_nouns.include?(obj.noun) }.each { |obj| break if ticket_id = check_ticket.call(obj.id) }; if ticket_id; fput S; if open_result =~ R; fput S; end; break; else; if open_result =~ R; fput S; end; end; end; end; end; unless ticket_id; echo S; if $goN_get_silvers; echo S; sleep N; force_goN.call(N); fput S if hidden? or invisible?; ask_result = dothis S, R; cost = $N; force_goN.call(N); fput S if hidden? or invisible?; withdraw_result = dothis S, /hands you [N-N]+ silvers|donSunhideSask percy about ticketSfor automatic ticket buying, use ;goN getsilvers=onSunhideSgangplankSgangplankSgo gangplankSwaiting for the cutter...SunhideSgo gangplank'; end
1	770	18700->18250	;e if !GameObj.loot.find{|o| o.name =~ R}.nil?; move (S); elsif GameObj.right_hand.id.nil?; echo S; else echo S; batter_result = nil; until batter_result =~ R; batter_result = dothistimeout S, N, R; break if batter_result =~ R; end; move (S) if batter_result =~ R; echo S if batter_result =~ R; end;
1	1344	18748->18747	;e eyespy = Spell[..]; unless eyespy.affordable?; echo S; wait_until { eyespy.affordable? }; end; eyespy.cast; for dir in [..]; fput S + dir; end; result = dothistimeout S, N, R; if rune = R.match(result).captures.first; fput S + rune + S; end; result = dothistimeout S, N, R; if rune = R.match(result).captures.first; fput S + rune + S; end; fput S
1	873	18893->13441	;e number = { S => S, S => S, S => S, S => S, S => S }; result = dothistimeout S, N, R; lever_hash = Hash.new; lever_hash[..] = number[result.slice(R).slice(R)]; lever_hash[..] = number[result.slice(R).slice(R)]; lever_hash[..] = number[result.slice(R).slice(R)]; lever_hash[..] = number[result.slice(R).slice(R)]; lever_hash[..] = number[result.slice(R).slice(R)]; for lever,position in lever_hash; loop { result = dothistimeout S + lever + S, N, R; break if result =~ R }; end; move S; move S; move S
1	63	19058->19075	;e empty_hands;fput S;move S
1	41	19377->25691	;e N.times{fput S;}
1	107	19543->1102	;e move S; move S; move checkpaths[rand(checkpaths.length)] while checkpaths.length > N
1	314	19657->20012	;e fput S;while line = get;if [..].include?(line);fput S;break;elsif line == S;empty_hands;fput S;fput S;fput S;fill_hands;fput S;fput S;break;end;end
1	79	19727->19990	;e wait_until{GameObj.loot.find{|item| item.noun == S}};fput S
1	137	19728->19992	;e if GameObj.loot.find{|item| item.noun == S};fput S;else;fput S;fput S until standing?;fput S;end
1	180	19992->19728	;e fput S;while line = get;if line == S;empty_hand;fput S;fput S;fput S;fill_hand;break;else;fput S;break;end;end
1	153	20008->20011	;e empty_hand;fput S;fill_hand;fput S;fput S;echo S
1	259	20012->19657	;e fput S;while line = get;if [..].include?(line);fput S;break;elsif line == S;empty_hand;fput S;fput S;fput S;fill_hand;break;end;end;
1	33	20124->22619	;e put S; put S
1	51	21120->21121	;e pause N;fput S;waitrt;fput S
1	18	21302->21303	;e put S
1	73	21323->25687	;e fput S;fput S;fput S;fput S
1	163	21386->23157	;e if celerity = Spell[..] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; fput S; move S
1	54	22007->21964	;e waitrt?; empty_hands; move S; fill_hands
1	66	22007->21967	;e waitrt?; empty_hands; N.times { move S }; fill_hands
1	192	22349->22444	;e put S;while line=get;if line=~ R;put S;elsif line=~R;put S;break;end;end
1	342	22666->24233	;e N.times { fput S unless standing?; waitrt? }; fput S; if celerity = Spell[..] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; N.times { res = dothistimeout S, N, R; break if res !~ R}; move S
